Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail 2 - 86,0,1
ICC-Absentee by Mail 2 - 84,2,0
ICC-Absentee by Mail 2 - 87,0,2
ICC-Absentee by Mail 2 - 85,0,2
ICC-Absentee by Mail 2 - 88,1,0
ICC-Absentee by Mail 2 - 81,0,1
ICC-Absentee by Mail 2 - 9,1,0
ICC-Absentee by Mail 2 - 90,0,2
ICC-Absentee by Mail 2 - 89,0,1
ICC-Absentee by Mail 2 - 82,0,3
ICC-Absentee by Mail 2 - 83,2,2
ICC-Absentee by Mail 2 - 96,0,1
ICC-Absentee by Mail 2 - 94,0,8
ICC-Absentee by Mail 2 - 98,0,2
ICC-Absentee by Mail 2 - 95,1,3
ICC-Absentee by Mail 2 - 97,0,1
ICC-Absentee by Mail 2 - 93,0,2
ICC-Absentee by Mail 2 - 80,0,3
ICC-Absentee by Mail 2 - 91,1,1
ICC-Absentee by Mail 2 - 92,1,6
ICC-Absentee by Mail 2 - 8,1,2
ICC-Absentee by Mail 2 - 66,0,1
ICC-Absentee by Mail 2 - 67,0,3
ICC-Absentee by Mail 2 - 69,0,1
ICC-Absentee by Mail 2 - 68,0,2
ICC-Absentee by Mail 2 - 65,1,5
ICC-Absentee by Mail 2 - 7,0,1
ICC-Absentee by Mail 2 - 70,2,0
ICC-Absentee by Mail 2 - 63,0,9
ICC-Absentee by Mail 2 - 64,3,5
ICC-Absentee by Mail 2 - 62,2,0
ICC-Absentee by Mail 2 - 79,0,2
ICC-Absentee by Mail 2 - 76,0,1
ICC-Absentee by Mail 2 - 71,1,3
ICC-Absentee by Mail 2 - 78,1,0
ICC-Absentee by Mail 2 - 77,1,0
ICC-Absentee by Mail 2 - 72,0,7
ICC-Absentee by Mail 2 - 75,0,8
ICC-Absentee by Mail 2 - 74,0,2
ICC-Absentee by Mail 2 - 329,6,2
ICC-Absentee by Mail 2 - 73,0,1
ICC-Absentee by Mail 2 - 328,6,11
ICC-Absentee by Mail 2 - 278,5,10
ICC-Absentee by Mail 2 - 277,0,8
ICC-Absentee by Mail 2 - 279,6,11
ICC-Absentee by Mail 2 - 276,5,8
ICC-Absentee by Mail 2 - 274,1,5
ICC-Absentee by Mail 2 - 272,1,6
ICC-Absentee by Mail 2 - 28,0,1
ICC-Absentee by Mail 2 - 273,0,1
ICC-Absentee by Mail 2 - 275,3,12
ICC-Absentee by Mail 2 - 288,13,12
ICC-Absentee by Mail 2 - 287,11,9
ICC-Absentee by Mail 2 - 281,8,16
ICC-Absentee by Mail 2 - 289,2,13
ICC-Absentee by Mail 2 - 280,4,4
ICC-Absentee by Mail 2 - 284,6,9
ICC-Absentee by Mail 2 - 283,8,7
ICC-Absentee by Mail 2 - 286,16,10
ICC-Absentee by Mail 2 - 285,3,14
ICC-Absentee by Mail 2 - 282,9,6
ICC-Absentee by Mail 2 - 270,0,5
ICC-Absentee by Mail 2 - 26,0,2
ICC-Absentee by Mail 2 - 271,5,5
ICC-Absentee by Mail 2 - 259,2,0
ICC-Absentee by Mail 2 - 258,3,10
ICC-Absentee by Mail 2 - 255,1,1
ICC-Absentee by Mail 2 - 254,1,15
ICC-Absentee by Mail 2 - 256,7,4
ICC-Absentee by Mail 2 - 257,5,5
ICC-Absentee by Mail 2 - 253,7,20
ICC-Absentee by Mail 2 - 269,6,6
ICC-Absentee by Mail 2 - 260,10,8
ICC-Absentee by Mail 2 - 262,1,3
ICC-Absentee by Mail 2 - 261,5,18
ICC-Absentee by Mail 2 - 268,2,2
ICC-Absentee by Mail 2 - 263,3,7
ICC-Absentee by Mail 2 - 27,1,0
ICC-Absentee by Mail 2 - 264,6,12
ICC-Absentee by Mail 2 - 266,7,11
ICC-Absentee by Mail 2 - 267,8,17
ICC-Absentee by Mail 2 - 29,3,0
ICC-Absentee by Mail 2 - 315,6,4
ICC-Absentee by Mail 2 - 291,4,6
ICC-Absentee by Mail 2 - 265,4,10
ICC-Absentee by Mail 2 - 290,6,10
ICC-Absentee by Mail 2 - 316,0,2
ICC-Absentee by Mail 2 - 317,1,0
ICC-Absentee by Mail 2 - 314,9,12
ICC-Absentee by Mail 2 - 313,6,13
ICC-Absentee by Mail 2 - 310,12,20
ICC-Absentee by Mail 2 - 32,1,1
ICC-Absentee by Mail 2 - 312,3,13
ICC-Absentee by Mail 2 - 311,2,13
ICC-Absentee by Mail 2 - 318,6,13
ICC-Absentee by Mail 2 - 319,8,12
ICC-Absentee by Mail 2 - 327,6,11
ICC-Absentee by Mail 2 - 326,8,2
ICC-Absentee by Mail 2 - 323,7,15
ICC-Absentee by Mail 2 - 324,2,14
ICC-Absentee by Mail 2 - 325,3,9
ICC-Absentee by Mail 2 - 309,0,1
ICC-Absentee by Mail 2 - 31,0,5
ICC-Absentee by Mail 2 - 322,8,14
ICC-Absentee by Mail 2 - 321,10,14
ICC-Absentee by Mail 2 - 320,2,7
ICC-Absentee by Mail 2 - 297,0,1
ICC-Absentee by Mail 2 - 296,0,1
ICC-Absentee by Mail 2 - 298,2,2
ICC-Absentee by Mail 2 - 299,0,1
ICC-Absentee by Mail 2 - 295,8,16
ICC-Absentee by Mail 2 - 30,0,1
ICC-Absentee by Mail 2 - 3,0,1
ICC-Absentee by Mail 2 - 292,3,8
ICC-Absentee by Mail 2 - 294,5,3
ICC-Absentee by Mail 2 - 293,5,5
ICC-Absentee by Mail 2 - 307,2,4
ICC-Absentee by Mail 2 - 305,3,11
ICC-Absentee by Mail 2 - 308,6,12
ICC-Absentee by Mail 2 - 306,7,7
ICC-Absentee by Mail 2 - 300,8,15
ICC-Absentee by Mail 2 - 302,11,5
ICC-Absentee by Mail 2 - 1,1,0
ICC-Absentee by Mail 2 - 304,6,8
ICC-Absentee by Mail 2 - 303,7,9
ICC-Absentee by Mail 2 - 301,1,16
AV-Southwest  ICP 1 - 0,414,1466
AV-Southwest  ICP 2 - 0,587,1866
AV-North  ICP 1 - 0,2467,3218
AV-Powder Springs ICP 1 - 0,1124,3950
AV-Powder Springs ICP 2 - 0,952,3923
AV-North  ICP 2 - 0,2705,3573
AV-West Cobb Library  ICP 1 - 0,3052,2055
AV-West Cobb Library  ICP 2 - 0,2984,2021
AV-Northeast  ICP 3 - 0,1832,2298
AV-Northeast  ICP 4 - 0,1486,1775
AV-Northeast  ICP 1 - 0,2307,3058
AV-Northeast  ICP 2 - 0,2093,2641
AV-Main Office  ICP 1 - 0,1211,3752
AV-Main Office  ICP 2 - 0,1843,5609
AV-Main 2  ICP 1 - 0,1776,3123
AV-East Cobb Gov't Ctr  ICP 3 - 0,1332,1698
AV-East Cobb Gov't Ctr  ICP 4 - 0,973,1400
AV-East Cobb Gov't Ctr  ICP 1 - 0,2069,3470
AV-East Cobb Gov't Ctr  ICP 2 - 0,1875,3143
AV-Ward Rec Ctr ICP 1 - 0,3195,3151
AV-Ward Rec Ctr ICP 2 - 0,3456,3589
AV-Smyrna  ICP 1 - 0,1429,5017
AV-Smyrna  ICP 2 - 0,1065,3929
AV-Smyrna  ICP 3 - 0,1000,3087
AV-Smyrna  ICP 4 - 0,797,2625
ED-Marietta 4B  ICP 1 - 0,251,247
ED-Elizabeth 05  ICP 1 - 0,463,396
ED-Smyrna 2A  ICP 1 - 0,222,700
ED-Marietta 7A  ICP 1 - 0,101,305
ED-Smyrna 1A  ICP 1 - 0,195,651
ED-Sope Creek 01  ICP 1 - 0,463,350
ED-Bells Ferry 02  ICP 1 - 0,426,349
ED-Pope 01  ICP 1 - 0,420,311
ED-Lost Mountain 01  ICP 1 - 0,423,253
ED-Nicholson 01  ICP 1 - 0,376,320
ED-Dickerson 01  ICP 1 - 0,545,409
ED-Kell 01  ICP 1 - 0,395,279
ED-Murdock 01  ICP 1 - 0,703,505
ED-Roswell 01  ICP 1 - 0,961,636
ED-Big Shanty 01  ICP 1 - 0,282,184
ED-Eastside 01  ICP 1 - 0,573,392
ED-Ford 01  ICP 1 - 0,552,226
ED-Elizabeth 04  ICP 1 - 0,317,464
ED-Timber Ridge 01  ICP 1 - 0,463,364
ED-Eastside 02  ICP 1 - 0,674,482
ED-Oregon 01  ICP 1 - 0,286,181
ED-Marietta 5A  ICP 1 - 0,202,327
ED-Kemp 01  ICP 1 - 0,398,152
ED-Nickajack 01  ICP 1 - 0,203,722
ED-Marietta 3B  ICP 1 - 0,86,264
ED-Terrell Mill 01  ICP 1 - 0,391,651
ED-Lassiter 01  ICP 1 - 0,596,384
ED-Marietta 3A  ICP 1 - 0,550,518
ED-Blackwell 01  ICP 1 - 0,343,342
ED-Cheatham Hill 02  ICP 1 - 0,510,295
ED-McCleskey 01  ICP 1 - 0,332,207
ED-Vinings 01  ICP 1 - 0,267,523
ED-Smyrna 5A  ICP 1 - 0,262,562
ED-Lost Mountain 03  ICP 1 - 0,607,312
ED-Marietta 2A  ICP 1 - 0,405,251
ED-Kemp 03  ICP 1 - 0,740,231
ED-Smyrna 3B  ICP 1 - 0,258,313
ED-Garrison Mill 01  ICP 1 - 0,517,331
ED-Riverside 01  ICP 1 - 0,36,240
ED-Elizabeth 01  ICP 1 - 0,217,487
ED-Rocky Mount 01  ICP 1 - 0,663,474
ED-Simpson 01  ICP 1 - 0,282,230
ED-Mars Hill 02  ICP 1 - 0,346,234
ED-Mt Bethel 01  ICP 1 - 0,732,523
ED-Bells Ferry 03  ICP 1 - 0,285,248
ED-Elizabeth 02  ICP 1 - 0,393,277
ED-Harrison 01  ICP 1 - 0,536,224
ED-Norton Park 01  ICP 1 - 0,357,634
ED-Sandy Plains 01  ICP 1 - 0,436,384
ED-Fullers Park 01  ICP 1 - 0,625,488
ED-McEachern 01  ICP 1 - 0,288,334
ED-Wade Green 02  ICP 1 - 0,512,511
ED-Cooper 01  ICP 1 - 0,151,566
ED-Palmer 01  ICP 1 - 0,369,236
ED-Vinings 03  ICP 1 - 0,255,520
ED-Marietta 4C  ICP 1 - 0,498,265
ED-Mt Bethel 04  ICP 1 - 0,494,348
ED-Mableton 04  ICP 1 - 0,186,205
ED-Kennesaw 4A  ICP 1 - 0,326,390
ED-Smyrna 6A  ICP 1 - 0,554,715
ED-Marietta 6A  ICP 1 - 0,84,238
ED-East Piedmont 01  ICP 1 - 0,308,364
ED-Dodgen 01  ICP 1 - 0,436,314
ED-Addison 01  ICP 1 - 0,307,298
ED-Powder Springs 3A  ICP 1 - 0,158,464
ED-Marietta 6B  ICP 1 - 0,419,392
ED-Birney 02  ICP 1 - 0,255,494
ED-Frey 01  ICP 1 - 0,338,141
ED-Pine Mountain 01  ICP 1 - 0,573,276
ED-Lost Mountain 04  ICP 1 - 0,431,192
ED-Fair Oaks 02  ICP 1 - 0,302,603
ED-Baker 01  ICP 1 - 0,405,501
ED-Lindley 01  ICP 1 - 0,254,633
ED-Powers Ferry 01  ICP 1 - 0,411,466
ED-Sope Creek 02  ICP 1 - 0,662,628
ED-Fair Oaks 04  ICP 1 - 0,213,436
ED-Sweetwater 02  ICP 1 - 0,118,356
ED-Smyrna 7A  ICP 1 - 0,374,798
ED-Davis 01  ICP 1 - 0,370,307
ED-Big Shanty 02  ICP 1 - 0,428,356
ED-Powder Springs 1A  ICP 1 - 0,234,518
ED-Gritters 01  ICP 1 - 0,646,477
ED-Lost Mountain 02  ICP 1 - 0,631,254
ED-Acworth 1A  ICP 1 - 0,480,454
ED-Dowell 01  ICP 1 - 0,372,381
ED-Harmony-Leland 02  ICP 1 - 0,108,546
ED-Hayes 01  ICP 1 - 0,488,276
ED-Sope Creek 03  ICP 1 - 0,591,361
ED-Bryant 02  ICP 1 - 0,43,556
ED-Mableton 03  ICP 1 - 0,302,322
ED-Vaughan 01  ICP 1 - 0,539,260
ED-Harmony-Leland 01  ICP 1 - 0,72,288
ED-Marietta 4A  ICP 1 - 0,532,204
ED-McClure 01  ICP 1 - 0,497,278
ED-Elizabeth 03  ICP 1 - 0,478,312
ED-Clarkdale 01  ICP 1 - 0,134,209
ED-Marietta 2B  ICP 1 - 0,440,539
ED-Marietta 5B  ICP 1 - 0,108,306
ED-Kemp 02  ICP 1 - 0,576,383
ED-Pine Mountain 02  ICP 1 - 0,624,243
ED-Chattahoochee 01  ICP 1 - 0,294,739
ED-Roswell 02  ICP 1 - 0,688,525
ED-North Cobb 01  ICP 1 - 0,249,244
ED-Dobbins 02  ICP 1 - 0,167,420
ED-Bryant 01  ICP 1 - 0,23,249
ED-Sewell Mill 03  ICP 1 - 0,465,523
ED-Chestnut Ridge 01  ICP 1 - 0,621,379
ED-Vinings 04  ICP 1 - 0,603,394
ED-Willeo 01  ICP 1 - 0,458,329
ED-Oakdale 01  ICP 1 - 0,372,571
ED-Austell 1A  ICP 1 - 0,72,224
ED-Marietta 1A  ICP 1 - 0,225,425
ED-Sweetwater 01  ICP 1 - 0,267,374
ED-Mableton 01  ICP 1 - 0,210,568
ED-Mableton 02  ICP 1 - 0,144,353
ED-Mabry 01  ICP 1 - 0,351,216
ED-Pitner 01  ICP 1 - 0,457,350
ED-Kennesaw 1A  ICP 1 - 0,236,258
ED-Durham 01  ICP 1 - 0,567,196
ED-Kennesaw 5A  ICP 1 - 0,695,683
ED-Vinings 02  ICP 1 - 0,382,824
ED-Kennesaw 3A  ICP 1 - 0,340,536
ED-Post Oak 01  ICP 1 - 0,618,375
ED-Smyrna 4A  ICP 1 - 0,620,763
ED-Oregon 05  ICP 1 - 0,391,431
ED-Shallowford Falls 01  ICP 1 - 0,571,401
ED-Clarkdale 02  ICP 1 - 0,276,608
ED-Sewell Mill 01  ICP 1 - 0,532,447
ED-Mt Bethel 03  ICP 1 - 0,435,350
ED-Pebblebrook 01  ICP 1 - 0,148,561
ED-Hightower 01  ICP 1 - 0,589,390
ED-Macland 01  ICP 1 - 0,241,473
ED-Bells Ferry 04  ICP 1 - 0,567,369
ED-Chalker 01  ICP 1 - 0,378,630
ED-Kennesaw 2A  ICP 1 - 0,384,358
ED-Dobbins 01  ICP 1 - 0,106,272
ED-Acworth 1B  ICP 1 - 0,531,383
ED-Oregon 02  ICP 1 - 0,264,670
ED-Powder Springs 2A  ICP 1 - 0,88,306
ED-Birney 01  ICP 1 - 0,196,331
ED-Oregon 03  ICP 1 - 0,227,539
ED-Smyrna 3A  ICP 1 - 0,325,550
ED-Acworth 1C  ICP 1 - 0,278,401
ED-Austell 1B  ICP 1 - 0,41,263
ED-Cheatham Hill 03  ICP 1 - 0,555,429
ED-Oregon 04  ICP 1 - 0,207,507
ED-Mars Hill 01  ICP 1 - 0,618,215
ICC-Absentee by Mail 2 - 341,1,0
ICC-Absentee by Mail 2 - 347,11,14
ICC-Absentee by Mail 2 - 348,9,16
ICC-Absentee by Mail 2 - 364,0,1
ICC-Absentee by Mail 2 - 346,9,16
ICC-Absentee by Mail 2 - 358,3,0
ICC-Absentee by Mail 2 - 357,2,0
ICC-Absentee by Mail 2 - 350,0,3
ICC-Absentee by Mail 2 - 365,0,2
ICC-Absentee by Mail 2 - 366,0,1
ICC-Absentee by Mail 2 - 359,0,1
ICC-Absentee by Mail 2 - 361,0,1
ICC-Absentee by Mail 2 - 362,1,1
ICC-Absentee by Mail 2 - 363,0,1
ICC-Absentee by Mail 2 - 349,0,3
ICC-Absentee by Mail 2 - 351,1,1
ICC-Absentee by Mail 2 - 343,15,10
ICC-Absentee by Mail 2 - 360,1,0
ICC-Absentee by Mail 2 - 345,15,10
ICC-Absentee by Mail 2 - 342,11,14
ICC-Absentee by Mail 2 - 367,3,0
ICC-Absentee by Mail 2 - 354,1,0
ICC-Absentee by Mail 2 - 352,1,0
ICC-Absentee by Mail 2 - 353,0,1
ICC-Absentee by Mail 2 - 356,0,1
ICC-Absentee by Mail 2 - 355,0,1
ICC-Absentee by Mail 2 - 344,13,12
ICC-Absentee by Mail 3 - 99,11,3
ICC-Absentee by Mail 3 - 322,3,6
ICC-Absentee by Mail 3 - 321,0,1
ICC-Absentee by Mail 3 - 320,2,9
ICC-Absentee by Mail 3 - 323,5,8
ICC-Absentee by Mail 3 - 324,0,8
ICC-Absentee by Mail 3 - 325,4,5
ICC-Absentee by Mail 3 - 328,6,10
ICC-Absentee by Mail 3 - 327,2,10
ICC-Absentee by Mail 3 - 326,3,8
ICC-Absentee by Mail 3 - 32,0,1
ICC-Absentee by Mail 3 - 319,0,5
ICC-Absentee by Mail 3 - 318,0,9
ICC-Absentee by Mail 3 - 311,3,18
ICC-Absentee by Mail 3 - 310,3,6
ICC-Absentee by Mail 3 - 31,16,11
ICC-Absentee by Mail 3 - 312,2,8
ICC-Absentee by Mail 3 - 313,0,9
ICC-Absentee by Mail 3 - 314,0,3
ICC-Absentee by Mail 3 - 317,6,9
ICC-Absentee by Mail 3 - 316,12,11
ICC-Absentee by Mail 3 - 315,3,4
ICC-Absentee by Mail 3 - 329,2,14
ICC-Absentee by Mail 3 - 33,7,10
ICC-Absentee by Mail 3 - 343,0,1
ICC-Absentee by Mail 3 - 342,0,4
ICC-Absentee by Mail 3 - 341,2,10
ICC-Absentee by Mail 3 - 344,2,0
ICC-Absentee by Mail 3 - 345,3,2
ICC-Absentee by Mail 3 - 346,3,4
ICC-Absentee by Mail 3 - 349,0,5
ICC-Absentee by Mail 3 - 348,1,7
ICC-Absentee by Mail 3 - 347,1,5
ICC-Absentee by Mail 3 - 340,4,2
ICC-Absentee by Mail 3 - 34,4,5
ICC-Absentee by Mail 3 - 339,0,2
ICC-Absentee by Mail 3 - 332,4,7
ICC-Absentee by Mail 3 - 331,1,1
ICC-Absentee by Mail 3 - 330,3,4
ICC-Absentee by Mail 3 - 333,0,8
ICC-Absentee by Mail 3 - 334,3,0
ICC-Absentee by Mail 3 - 335,5,6
