Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ED-030 Cates C ICP 1 - 0,104,154
ED-091 Baycreek D ICP 1 - 0,274,291
ED-091 Baycreek D ICP2 - 0,300,306
ED-152 Rockycreek C ICP2 - 0,325,262
ED-152 Rockycreek C ICP 1 - 0,302,285
ED-128 Goodwins H ICP 1 - 0,49,52
ED-128 Goodwins H ICP2 - 0,258,306
ED-052 Berkshire G ICP2 - 0,179,200
ED-052 Berkshire G ICP 1 - 0,80,76
ED-024 Sugar Hill A ICP2 - 0,247,184
ED-024 Sugar Hill A ICP 1 - 0,298,185
ED-112 Berkshire N ICP2 - 0,184,130
ED-112 Berkshire N ICP 1 - 0,170,192
ED-105 Sugar Hill F ICP 1 - 0,243,175
ED-105 Sugar Hill F ICP2 - 0,373,224
ED-100 Suwanee B ICP 1 - 0,229,173
ED-100 Suwanee B ICP2 - 0,219,183
ED-070 Goodwins B ICP 1 - 0,264,248
ED-002 Rockbridge A ICP2 - 0,71,320
ED-070 Goodwins B ICP2 - 0,249,206
ED-002 Rockbridge A ICP 1 - 0,82,308
ED-011 Berkshire A ICP 1 - 0,119,172
ED-011 Berkshire A ICP2 - 0,92,149
ED-116 Martins I ICP2 - 0,53,102
ED-081 Cates L ICP2 - 0,153,211
ED-116 Martins I ICP 1 - 0,168,303
ED-081 Cates L ICP 1 - 0,191,296
ED-041 Baycreek B ICP2 - 0,164,349
ED-041 Baycreek B ICP 1 - 0,289,592
ED-136 Hog Mountain C ICP2 - 0,230,153
ED-136 Hog Mountain C ICP 1 - 0,306,218
ED-125 Pinckneyville Z ICP 1 - 0,423,252
ED-138 Duluth I ICP2 - 0,216,173
ED-138 Duluth I ICP 1 - 0,278,208
ED-143 Lawrenceville L ICP 1 - 0,293,458
ED-084 Lawrenceville G ICP2 - 0,92,230
ED-143 Lawrenceville L ICP2 - 0,160,211
ED-084 Lawrenceville G ICP 1 - 0,104,218
ED-050 Pinckneyville I ICP2 - 0,46,117
ED-050 Pinckneyville I ICP 1 - 0,37,148
ED-008 Duncans A ICP 1 - 0,449,244
ED-008 Duncans A ICP2 - 0,218,120
ED-087 Pinckneyville S ICP2 - 0,133,217
ED-087 Pinckneyville S ICP 1 - 0,110,222
ED-048 Duluth B ICP 1 - 0,350,324
ED-146 Baycreek H ICP2 - 0,378,493
ED-146 Baycreek H ICP 1 - 0,403,483
ED-155 Suwanee G ICP 1 - 0,207,239
ED-040 Pinckneyville H ICP 1 - 0,139,136
ED-155 Suwanee G ICP2 - 0,226,259
ED-040 Pinckneyville H ICP2 - 0,275,270
ED-026 Hog Mountain A ICP2 - 0,225,315
ED-137 Rockycreek B ICP2 - 0,284,252
ED-026 Hog Mountain A ICP 1 - 0,246,294
ED-137 Rockycreek B ICP 1 - 0,283,253
ED-147 Baycreek I ICP2 - 0,219,349
ED-147 Baycreek I ICP 1 - 0,228,341
ED-113 Pinckneyville V ICP 1 - 0,121,179
ED-054 Sugar Hill C ICP 1 - 0,454,264
ED-082 Duluth E ICP 1 - 0,160,313
ED-054 Sugar Hill C ICP2 - 0,468,263
ED-082 Duluth E ICP2 - 0,169,338
ED-122 Rockbridge G ICP 1 - 0,104,440
ED-122 Rockbridge G ICP2 - 0,94,316
ED-115 Martins H ICP 1 - 0,10,22
ED-115 Martins H ICP2 - 0,335,554
ED-012 Berkshire B ICP2 - 0,101,244
ED-012 Berkshire B ICP 1 - 0,81,264
ED-144 Lawrenceville M ICP 1 - 0,142,415
ED-144 Lawrenceville M ICP2 - 0,137,417
ED-018 Martins B ICP 1 - 0,108,206
ED-018 Martins B ICP2 - 0,116,199
ED-066 Pinckneyville O ICP 1 - 0,110,331
ED-039 Duncans D ICP 1 - 0,552,268
ED-039 Duncans D ICP2 - 0,467,235
ED-001 Harbins A ICP 1 - 0,411,462
ED-001 Harbins A ICP2 - 0,278,301
ED-059 Pinckneyville N ICP 1 - 0,111,570
ED-079 Cates K ICP 1 - 0,322,310
ED-079 Cates K ICP2 - 0,111,110
ED-094 Cates N ICP2 - 0,435,269
ED-077 Goodwins C ICP 1 - 0,212,299
ED-023 Pinckneyville D ICP2 - 0,30,82
ED-077 Goodwins C ICP2 - 0,162,299
ED-023 Pinckneyville D ICP 1 - 0,69,164
ED-156 Baycreek J ICP 1 - 0,225,480
ED-156 Baycreek J ICP2 - 0,102,284
ED-141 Sugar Hill G ICP2 - 0,110,57
ED-141 Sugar Hill G ICP 1 - 0,339,139
ED-028 Rockycreek A ICP2 - 0,252,163
ED-149 Goodwins I ICP 1 - 0,170,166
ED-149 Goodwins I ICP2 - 0,174,169
ED-028 Rockycreek A ICP 1 - 0,503,422
ED-129 Duncans B ICP 1 - 0,722,341
ED-129 Duncans B ICP2 - 0,318,202
ED-139 Martins K ICP2 - 0,217,542
ED-139 Martins K ICP 1 - 0,97,255
ED-101 Pinckneyville U ICP 1 - 0,242,319
ED-044 Rockbridge B ICP2 - 0,155,414
ED-044 Rockbridge B ICP 1 - 0,70,174
ED-142 Suwanee F ICP 1 - 0,98,105
ED-142 Suwanee F ICP2 - 0,391,327
ED-127 Lawrenceville J ICP 1 - 0,78,174
ED-127 Lawrenceville J ICP2 - 0,70,141
ED-029 Cates B ICP 1 - 0,264,201
ED-035 Cates D ICP2 - 0,388,506
ED-035 Cates D ICP 1 - 0,28,38
ED-016 Lawrenceville B ICP2 - 0,157,309
ED-016 Lawrenceville B ICP 1 - 0,156,309
ED-038 Pinckneyville F ICP 1 - 0,94,224
ED-055 Sugar Hill D ICP2 - 0,240,115
ED-038 Pinckneyville F ICP2 - 0,42,109
ED-055 Sugar Hill D ICP 1 - 0,325,184
ED-047 Cates G ICP 1 - 0,105,79
ED-080 Baycreek C ICP2 - 0,322,484
ED-047 Cates G ICP2 - 0,346,307
ED-080 Baycreek C ICP 1 - 0,300,459
ED-088 Rockbridge E ICP2 - 0,84,308
ED-088 Rockbridge E ICP 1 - 0,111,312
ED-148 Berkshire Q ICP 1 - 0,245,210
ED-086 Martins F ICP2 - 0,41,105
ED-140 Suwanee H ICP 1 - 0,226,134
ED-086 Martins F ICP 1 - 0,101,184
ED-140 Suwanee H ICP2 - 0,367,176
ED-063 Pinckneyville M ICP 1 - 0,256,143
ED-007 Duluth A ICP2 - 0,248,295
ED-007 Duluth A ICP 1 - 0,230,292
ED-103 Berkshire L ICP2 - 0,81,187
ED-099 Pinckneyville T ICP 1 - 0,68,124
ED-099 Pinckneyville T ICP2 - 0,220,297
ED-103 Berkshire L ICP 1 - 0,97,220
ED-058 Pinckneyville K ICP2 - 0,68,190
ED-058 Pinckneyville K ICP 1 - 0,75,205
ED-063 Pinckneyville M ICP2 - 0,273,125
ED-117 Martins J ICP 1 - 0,74,224
ED-117 Martins J ICP2 - 0,69,296
ED-027 Hog Mountain B ICP2 - 0,327,245
ED-027 Hog Mountain B ICP 1 - 0,334,238
ED-123 Pinckneyville Y ICP2 - 0,27,73
ED-123 Pinckneyville Y ICP 1 - 0,91,302
ED-056 Duluth C ICP 1 - 0,155,163
ED-056 Duluth C ICP2 - 0,87,87
ED-075 Rockbridge C ICP 1 - 0,111,472
ED-075 Rockbridge C ICP2 - 0,73,287
ED-108 Baycreek E ICP2 - 0,183,323
ED-108 Baycreek E ICP 1 - 0,120,208
ED-009 Pucketts A ICP2 - 0,507,261
ED-009 Pucketts A ICP 1 - 0,252,122
ED-037 Pinckneyville E ICP 1 - 0,95,255
ED-095 Duluth F ICP 1 - 0,92,335
ED-095 Duluth F ICP2 - 0,47,232
ED-150 Duluth K ICP2 - 0,12,61
ED-150 Duluth K ICP 1 - 0,60,199
ED-078 Baycreek K ICP 1 - 0,205,295
ED-078 Baycreek K ICP2 - 0,167,217
ED-019 Martins C ICP 1 - 0,108,181
ED-019 Martins C ICP2 - 0,139,230
ED-083 Goodwins D ICP 1 - 0,216,276
ED-083 Goodwins D ICP2 - 0,249,290
ED-145 Baycreek G ICP 1 - 0,294,699
ED-074 Pinckneyville Q ICP 1 - 0,64,319
ED-145 Baycreek G ICP2 - 0,172,340
ED-104 Rockbridge F ICP 1 - 0,91,393
ED-104 Rockbridge F ICP2 - 0,86,414
ED-114 Pinckneyville W ICP 1 - 0,177,236
ED-114 Pinckneyville W ICP2 - 0,196,215
ED-131 Suwanee E ICP2 - 0,275,197
ED-131 Suwanee E ICP 1 - 0,284,186
ED-098 Goodwins F ICP2 - 0,56,54
ED-098 Goodwins F ICP 1 - 0,241,291
ED-064 Garners D ICP 1 - 0,20,133
ED-064 Garners D ICP2 - 0,126,371
ED-045 Garners B ICP 1 - 0,91,237
ED-045 Garners B ICP2 - 0,77,158
ICC-Absentee By Mail 3 - 71,23,43
ICC-Absentee By Mail 5 - 8,1,12
ICC-Provisional 2 - 1,4,14
ICC-Provisional 2 - 2,43,90
ED-076 Rockbridge D ICP2 - 0,93,220
ED-076 Rockbridge D ICP 1 - 0,100,320
