Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ED - Hazzard 1 ICP 2 - 0,13,100,0
ED - Hazzard 3 ICP 1 - 0,202,324,13
ED - Hazzard 3 ICP 2 - 0,212,328,9
ED - Howard 5 ICP 2 - 0,67,76,6
ED - Howard 5 ICP 1 - 0,164,164,10
ED - Vineville 5 ICP 1 - 0,173,115,10
ED - Howard 6 ICP 2 - 0,167,83,11
ED - Howard 6 ICP 1 - 0,116,69,9
ED - Vineville 5 ICP 2 - 0,189,102,13
ED - Howard 4 ICP 1 - 0,59,49,3
ED - Howard 4 ICP 2 - 0,112,84,16
ED - Warrior 1 ICP 2 - 0,480,112,16
ICC - Absentee By Mail 3 - 38,2,4,0
ICC - Absentee By Mail 3 - 39,5,26,0
ICC - Provisional - 1,20,61,3
ICC - Provisional - 2,7,5,0
