Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ED-Holy Spirit Lutheran Church  ICP 1 - 0,97,515,21
ED-Thunderbolt Muni Complex  ICP 1 - 0,307,194,14
ED-Carver Heights Comm Ctr  ICP 1 - 0,15,338,5
ED-Moses Jackson Center  ICP 1 - 0,19,244,3
ED-Beach High School  ICP 1 - 0,46,202,6
ED-Wilmington Island UMC  ICP 1 - 0,617,173,40
ED-New Generations Cathedral  ICP 1 - 0,127,298,16
ED-Islands High School Annex  ICP 1 - 0,422,138,20
ED-Burke Day Public Safety Bldg  ICP 1 - 0,366,147,19
ED-Wilmington Island Pres Church  ICP 1 - 0,681,123,49
ED-Islands Christian Church  ICP 1 - 0,602,140,29
ED-Tybee Old School Cafe  ICP 1 - 0,492,214,24
ED-Woodville-Tompkins TI  ICP 1 - 0,16,113,2
ED-Hellenic Center  ICP 1 - 0,81,265,14
ED-R.M.G. Civil Rights Museum  ICP 1 - 0,96,127,7
ED-Butler Elementary  ICP 1 - 0,25,311,2
ED-Tompkins Rec Center  ICP 1 - 0,14,182,2
ED-Temple Mickve Israel  ICP 1 - 0,171,135,12
ED-Resur of Our Lord Church  ICP 1 - 0,24,306,4
ED-Savannah First 7th Day Adv Church ICP 1 - 0,132,156,12
ED-W Broad St YMCA  ICP 1 - 0,18,200,7
ED-River Pointe  ICP 1 - 0,79,196,16
ED-First Baptist of the Island  ICP 1 - 0,517,116,45
ED-St Francis Episcopal Church  ICP 1 - 0,516,143,49
ED-Lighthouse Baptist Church  ICP 1 - 0,581,148,30
ED-Butler Presbyterian Church  ICP 1 - 0,11,211,3
ED-White Bluff Presbyterian  ICP 1 - 0,183,199,20
ED-Georgetown Elementary  ICP 1 - 0,495,342,32
ED-Ferguson Ave Baptist  ICP 1 - 0,833,164,48
ED-Fellowship of Love Church  ICP 1 - 0,53,409,22
ED-Trinity Lutheran Church  ICP 1 - 0,330,301,27
ED-Georgia Tech Savannah Campus ICP 1 - 0,270,296,23
ED-Southside Fire Trng Ctr  ICP 1 - 0,432,125,24
ED-Savannah Christian  ICP 1 - 0,120,42,5
ED-First Baptist Church of Garden City  ICP 1 - 0,242,129,14
ED-1st Baptist Church of Pooler  ICP 1 - 0,336,254,20
ED-Bloomingdale Comm Ctr  ICP 1 - 0,750,138,35
ED-Oaks at Pooler  ICP 1 - 0,381,269,25
ED-Rothwell Baptist Church  ICP 1 - 0,565,195,39
ED-Cooper Center  ICP 1 - 0,35,219,5
ED-Coastal Cathedral  ICP 1 - 0,724,809,53
ED-Woodlawn Baptist Church  ICP 1 - 0,144,128,10
ED-Rice Creek School  ICP 1 - 0,290,370,33
ED-Progressive Rec Center  ICP 1 - 0,294,368,25
ED-Lake Shore Comm Ctr  ICP 1 - 0,224,512,19
ED-Savannah Fire Station 14  ICP 2 - 0,239,278,15
ED-PB Edwards Gym  ICP 1 - 0,295,90,13
ED-West Chatham Baptist Church  ICP 1 - 0,343,279,21
ED-Pooler Recreation Center Gymnasium  ICP 1 - 0,567,248,45
ED-Liberty City Comm Ctr  ICP 1 - 0,38,490,10
ED-Savannah Primitive BC  ICP 1 - 0,137,266,10
"ED-Compassion Christian, Henderson  ICP 1 - 0",264,263,17
ICC-Absentee By Mail 1 - 135,0,4,1
ICC-Absentee By Mail 1 - 132,0,7,0
ICC-Absentee By Mail 1 - 133,3,3,0
ICC-Absentee By Mail 2 - 46,9,27,0
ICC-Absentee By Mail 1 - 134,17,39,0
ICC-Absentee By Mail 1 - 129,4,27,0
ICC-Absentee By Mail 1 - 136,2,4,1
ICC-Absentee By Mail 1 - 131,5,2,0
ICC-Absentee By Mail 1 - 130,20,29,1
ICC-Absentee By Mail 1 - 137,0,14,1
ICC-Absentee By Mail 1 - 142,2,5,0
ICC-Absentee By Mail 1 - 143,9,32,0
ICC-Absentee By Mail 1 - 141,5,16,1
ICC-Absentee By Mail 1 - 140,17,50,0
ICC-Absentee By Mail 1 - 128,20,13,4
ICC-Absentee By Mail 1 - 138,2,26,0
ICC-Absentee By Mail 1 - 139,6,24,1
ED-First Presbyterian Church  ICP 1 - 0,564,477,39
ED-Progressive Rec Center  ICP 2 - 0,0,0,0
ICC-Advance in Person - 1,49,35,1
ICC-Advance in Person - 2,28,32,3
ICC-Advance in Person - 3,31,42,0
ICC-Advance in Person - 4,28,33,1
ICC-Advance in Person - 5,24,30,3
ICC-Advance in Person - 6,30,45,4
ICC-Advance in Person - 7,53,44,0
ICC-Advance in Person - 8,23,28,1
ICC-Advance in Person - 9,25,33,1
ICC-Advance in Person - 10,19,29,1
ICC-Advance in Person - 11,35,43,1
ICC-Advance in Person - 12,33,36,4
ICC-Advance in Person - 13,52,53,5
ICC-Advance in Person - 14,87,106,2
ICC-Advance in Person - 15,87,106,1
ICC-Advance in Person - 16,111,130,5
ICC-Advance in Person - 17,115,142,7
ICC-Advance in Person - 18,103,105,1
ICC-Advance in Person - 19,99,102,5
ICC-Advance in Person - 20,73,116,1
ICC-Advance in Person - 21,83,101,2
ICC-Advance in Person - 22,101,136,5
ICC-Advance in Person - 23,104,150,4
ICC-Advance in Person - 24,84,119,2
ICC-Advance in Person - 25,52,81,4
ICC-Advance in Person - 26,66,103,2
ICC-Advance in Person - 27,32,47,3
ICC-Advance in Person - 28,35,71,4
ICC-Advance in Person - 29,39,66,1
ICC-Advance in Person - 30,13,17,0
ICC-Absentee By Mail 1 - 144,10,14,0
ICC-Absentee By Mail 1 - 145,43,41,1
ICC-Absentee By Mail 1 - 146,6,13,0
ICC-Provisional - 1,13,39,1
