Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee By Mail 1 - 67,4,6
ICC-Absentee By Mail 1 - 68,12,17
ICC-Absentee By Mail 1 - 69,28,59
ICC-Absentee By Mail 1 - 70,19,40
ICC-Absentee By Mail 1 - 71,13,49
AV-Main Office ICP 2 - 0,965,3745
AV-Main Office ICP 1 - 0,1563,5358
AV-Civic Center ICP1 - 0,639,4826
ICC-Absentee By Mail 1 - 72,21,34
ICC-Absentee By Mail 2 - 27,2,41
ICC-Absentee By Mail 2 - 28,5,39
AV-Islands Library ICP 1 - 0,1956,1666
ICC-Absentee By Mail 2 - 29,35,47
ICC-Absentee By Mail 2 - 30,3,43
ICC-Absentee By Mail 2 - 31,7,12
AV-Southwest Library ICP 1 - 0,1004,2197
AV-Southwest Library ICP 2 - 0,783,1670
ICC-Absentee By Mail 1 - 73,10,9
AV-Mosquito Control ICP 1 - 0,1433,2203
ICC-Absentee By Mail 1 - 74,17,58
ICC-Absentee By Mail 2 - 32,8,74
ICC-Absentee By Mail 2 - 33,4,18
ICC-Absentee By Mail 1 - 75,11,56
ICC-Absentee By Mail 2 - 34,7,55
ICC-Absentee By Mail 1 - 76,27,37
ICC-Absentee By Mail 1 - 77,28,71
ICC-Absentee By Mail 1 - 78,26,51
ICC-Absentee By Mail 1 - 79,18,39
ICC-Absentee By Mail 1 - 80,7,38
ICC-Absentee By Mail 1 - 81,18,45
ICC-Absentee By Mail 2 - 35,0,5
ICC-Absentee By Mail 2 - 36,34,57
ICC-Absentee By Mail 1 - 82,35,34
ICC-Absentee By Mail 2 - 37,1,9
ICC-Absentee By Mail 1 - 83,0,3
ICC-Absentee By Mail 2 - 38,0,4
ICC-Absentee By Mail 2 - 39,0,1
ICC-Absentee By Mail 2 - 40,1,20
ICC-Absentee By Mail 1 - 84,0,4
ICC-Absentee By Mail 2 - 41,1,2
ICC-Absentee By Mail 1 - 85,3,3
ICC-Absentee By Mail 2 - 42,20,43
ICC-Absentee By Mail 2 - 43,1,7
ED-Southside Baptist Church  ICP 1 - 0,78,365
ED-First Presbyterian Church  ICP 1 - 0,501,822
ED-Immanuel Baptist Church  ICP 1 - 0,156,273
ED-St Thomas Episcopal Church  ICP 1 - 0,442,154
ED-Eli Whitney Complex  ICP 1 - 0,161,291
ED-Jenkins High School  ICP 1 - 0,109,250
ED-The Connexion Church  ICP 1 - 0,204,120
ED-St Peters Episcopal  ICP 1 - 0,872,303
ED-Senior Citizens Center  ICP 1 - 0,27,166
ED-Seed Church  ICP 1 - 0,68,410
ED-Elks Lodge ICP 1 - 0,105,277
ED-Jonesville Baptist Church  ICP 1 - 0,32,787
ED-The Light Church  ICP 1 - 0,198,204
ED-Coastal GA Botanical Gardens  ICP 1 - 0,391,677
ED-Silk Hope Baptist Church  ICP 1 - 0,173,83
ED-W W Law Center  ICP 1 - 0,50,309
ED-Bible Baptist Church  ICP 1 - 0,102,639
ED-JEA Building  ICP 1 - 0,321,489
ED-Isle of Hope Baptist  ICP 1 - 0,673,261
ED-St. Luke United Methodist  ICP 1 - 0,425,174
ED-The Sanctuary  ICP 1 - 0,317,205
ED-Holy Spirit Lutheran Church  ICP 1 - 0,58,695
ED-Salvation Army  ICP 1 - 0,130,745
ED-Oasis of Hope  ICP 1 - 0,47,342
ED-Williams Court Apts  ICP 1 - 0,62,388
ED-Savannah High School  ICP 1 - 0,26,262
ED-First African Baptist Church  ICP 1 - 0,12,401
ED-New Cov 7 Day Adv Ch  ICP 1 - 0,273,335
ED-Oglethorpe Charter Academy  ICP 1 - 0,161,422
ED-Skidaway Community Church  ICP 1 - 0,864,351
ED-White Bluff Presbyterian  ICP 1 - 0,196,297
ED-Windsor Forest Baptist  ICP 1 - 0,569,290
ED-Crusader Comm Center  ICP 1 - 0,356,411
"ED-Compassion Christian, Henderson  ICP 1 - 0",318,379
ED-Central Church of Christ  ICP 1 - 0,442,338
ED-Grace United Methodist Church  ICP 1 - 0,380,259
ED-Ferguson Ave Baptist  ICP 1 - 0,946,268
ED-Fellowship of Love Church  ICP 1 - 0,37,564
ED-Skidaway Island Methodist  ICP 1 - 0,1200,479
ED-Savannah Primitive BC  ICP 1 - 0,128,336
ED-Largo-Tibet Elementary  ICP 1 - 0,87,470
ED-Windsor Hall  ICP 1 - 0,179,344
ED-Christ Memorial Baptist Church  ICP 1 - 0,120,351
ED-Georgetown Elementary  ICP 1 - 0,617,528
ED-Islands Christian Church  ICP 1 - 0,827,288
ED-New Generations Cathedral  ICP 1 - 0,135,427
ED-Thunderbolt Muni Complex  ICP 1 - 0,268,301
ED-Islands High School Annex  ICP 1 - 0,504,250
ED-Lighthouse Baptist Church  ICP 1 - 0,697,264
ED-First Baptist of the Island  ICP 1 - 0,676,224
ED-Wilmington Island UMC  ICP 1 - 0,788,350
ED-Wilmington Island Pres Church  ICP 1 - 0,872,306
ED-Burke Day Public Safety Bldg  ICP 1 - 0,391,268
ED-Tybee Old School Cafe  ICP 1 - 0,476,320
ED-Christ Community Church  ICP 1 - 0,107,638
ED-Butler Presbyterian Church  ICP 1 - 0,8,250
ED-River Pointe  ICP 1 - 0,51,279
ED-Temple Mickve Israel  ICP 1 - 0,173,245
ED-St Francis Episcopal Church  ICP 1 - 0,611,273
ED-Liberty City Comm Ctr  ICP 1 - 0,23,703
ED-R.M.G. Civil Rights Museum  ICP 1 - 0,83,126
ED-Hellenic Center  ICP 1 - 0,57,357
ICC-Absentee By Mail 1 - 86,6,19
ED-W Broad St YMCA  ICP 1 - 0,16,284
ED-Tompkins Rec Center  ICP 1 - 0,7,232
ED-Woodville-Tompkins TI  ICP 1 - 0,13,147
ED-Resur of Our Lord Church  ICP 1 - 0,13,407
ICC-Absentee By Mail 1 - 87,4,0
ED-Moses Jackson Center  ICP 1 - 0,7,345
ED-Carver Heights Comm Ctr  ICP 1 - 0,6,476
ED-Butler Elementary  ICP 1 - 0,8,440
ICC-Absentee By Mail 1 - 88,1,11
ED-Beach High School  ICP 1 - 0,40,243
ED-Savannah First 7th Day Adv Church ICP 1 - 0,99,202
ED-Trinity Lutheran Church  ICP 1 - 0,389,461
ED-First Baptist Church of Garden City  ICP 1 - 0,275,212
ICC-Absentee By Mail 1 - 89,2,18
ED-PB Edwards Gym  ICP 1 - 0,295,116
ED-Lake Shore Comm Ctr  ICP 1 - 0,186,676
ED-Woodlawn Baptist Church  ICP 1 - 0,155,182
ED-1st Baptist Church of Pooler  ICP 1 - 0,406,376
ICC-Absentee By Mail 1 - 90,29,23
ED-Rothwell Baptist Church  ICP 1 - 0,723,312
ED-Bloomingdale Comm Ctr  ICP 1 - 0,853,199
ED-Progressive Rec Center  ICP 1 - 0,282,581
ED-Savannah Fire Station 14  ICP 1 - 0,247,441
ICC-Absentee By Mail 1 - 91,16,41
ED-West Chatham Baptist Church  ICP 1 - 0,390,463
ED-Southside Fire Trng Ctr  ICP 1 - 0,557,251
ICC-Absentee By Mail 2 - 44,0,13
ED-Coastal Cathedral  ICP 1 - 0,732,1206
ICC-Absentee By Mail 1 - 92,3,35
ED-Rice Creek School  ICP 1 - 0,257,522
ED-Pooler Recreation Center Gymnasium  ICP 1 - 0,564,412
ED-Savannah Christian  ICP 1 - 0,150,46
ICC-Absentee By Mail 2 - 45,3,6
ED-Cooper Center  ICP 1 - 0,30,343
ICC-Absentee By Mail 1 - 93,13,26
ED-Mighty 8th Museum  ICP 1 - 0,378,443
ED-Georgia Tech Savannah Campus ICP 1 - 0,264,447
ICC-Absentee By Mail 2 - 46,1,7
ICC-Absentee By Mail 1 - 94,3,23
ICC-Absentee By Mail 2 - 47,0,13
ICC-Absentee By Mail 2 - 48,3,4
ICC-Provisional - 1,18,57
ICC-Absentee By Mail 1 - 95,2,6
ICC-Absentee By Mail 1 - 96,3,16
ICC-Absentee By Mail 1 - 97,2,12
