Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail 1 - 16,17,33
ICC-Absentee by Mail 2 - 17,9,40
AV-Warren Road Rec Center ICP 1 - 0,2092,2697
ICC-Absentee by Mail 4 - 18,19,73
ICC-Absentee by Mail 4 - 19,1,49
ICC-Absentee by Mail 2 - 18,5,16
ICC-Absentee by Mail 1 - 17,13,37
ICC-Absentee by Mail 2 - 19,14,36
ICC-Absentee by Mail 1 - 18,5,10
ICC-Absentee by Mail 4 - 20,8,42
ICC-Absentee by Mail 2 - 20,13,50
ICC-Absentee by Mail 1 - 19,7,43
ICC-Absentee by Mail 1 - 20,20,30
ICC-Absentee by Mail 2 - 21,3,5
ICC-Absentee by Mail 4 - 21,15,42
ICC-Absentee by Mail 1 - 21,7,43
ICC-Absentee by Mail 1 - 22,1,1
ED-Building Worship Center  ICP 1 - 0,136,245
ED-Robert Howard Comm Ctr ICP 1 - 0,90,638
ED-Pine Hill Baptist  ICP 1 - 0,595,260
ED-Windsor Spring Baptist  ICP 1 - 0,101,545
ED-Paine College-Heal Complex  ICP 1 - 0,62,230
ED-Stevens Creek Church  ICP 1 - 0,308,473
ED-E Cent Reg Hosp-Gracewood  ICP 1 - 0,230,374
ED-Henry Brigham Center ICP 1 - 0,83,332
ED-Bernie Ward Comm Center  ICP 1 - 0,295,589
ED-Augusta Deliverance  ICP 1 - 0,6,267
ED-Southside Baptist  ICP 1 - 0,293,377
ED-Providence Baptist  ICP 1 - 0,309,823
ED-Asbury Methodist  ICP 1 - 0,462,438
ED-Mt Calvary Baptist  ICP 1 - 0,14,349
ED-McDuffie Woods Comm Center  ICP 1 - 0,42,414
ED-Jamestown Comm Center  ICP 1 - 0,159,634
ED-Warren Road Rec Center ICP 1 - 0,451,217
ED-National Hills Baptist  ICP 1 - 0,444,461
ED-First Baptist  ICP 1 - 0,407,496
ED-Blythe City Hall  ICP 1 - 0,223,70
ED-May Park Rec Center  ICP 1 - 0,54,216
ED-Trinity CME Church  ICP 1 - 0,66,611
ED-Kroc Center  ICP 1 - 0,69,124
ED-Burns Memorial UMC  ICP 1 - 0,487,322
ED-Heph-Carroll Comm Center  ICP 1 - 0,594,337
ED-Blythe Community Center  ICP 1 - 0,322,172
ED-McBean Comm Center  ICP 1 - 0,739,271
ED-Carrie J. Mays  ICP 1 - 0,25,333
ED-St Augustines Episcopal  ICP 1 - 0,365,177
ED-Friedman Branch Library  ICP 1 - 0,82,252
ED-Covenant Presbyterian  ICP 1 - 0,563,303
ED-New Zion Hill MBC  ICP 1 - 0,64,429
ED-Augusta Aquatics Center  ICP 1 - 0,394,289
ED-Sharon Baptist  ICP 1 - 0,108,502
ED-Vineyard Church ICP 1 - 0,226,276
ED-Gracewood Comm Center  ICP 1 - 0,64,622
ED-St Mark UMC  ICP 1 - 0,366,232
ED-Cross Creek High School  ICP 1 - 0,424,257
ED-Mann-Mize Methodist  ICP 1 - 0,101,363
ED-Julian Smith Casino  ICP 1 - 0,656,508
ED-Eastview Rec Center  ICP 1 - 0,36,471
ED-Aldersgate  ICP 1 - 0,505,228
ED-Wallace Branch Library  ICP 1 - 0,6,215
ICC-Absentee by Mail 2 - 22,1,6
ICC-Provisional 1 - 1,0,2
ICC-Provisional 4 - 1,0,39
