Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC 3 - 116,9,47
Absentee By Mail ICC 3 - 117,1,42
Absentee By Mail ICC 3 - 118,14,71
Absentee By Mail ICC 3 - 119,24,61
Absentee By Mail ICC 3 - 12,13,81
Absentee By Mail ICC 3 - 120,10,86
Absentee By Mail ICC 3 - 121,22,75
Absentee By Mail ICC 3 - 122,12,79
Absentee By Mail ICC 3 - 123,5,31
Absentee By Mail ICC 3 - 124,11,85
Absentee By Mail ICC 3 - 125,17,78
Absentee By Mail ICC 3 - 126,6,87
Absentee By Mail ICC 3 - 127,11,81
Absentee By Mail ICC 3 - 128,14,80
Absentee By Mail ICC 3 - 129,19,78
Absentee By Mail ICC 3 - 13,10,81
Absentee By Mail ICC 3 - 130,9,66
Absentee By Mail ICC 3 - 131,9,38
Absentee By Mail ICC 3 - 132,10,63
Absentee By Mail ICC 3 - 133,4,8
Absentee By Mail ICC 3 - 134,4,25
Absentee By Mail ICC 3 - 135,4,72
Absentee By Mail ICC 3 - 136,2,34
Absentee By Mail ICC 3 - 14,19,79
Absentee By Mail ICC 3 - 15,12,85
Absentee By Mail ICC 3 - 16,12,83
Absentee By Mail ICC 3 - 17,0,18
Absentee By Mail ICC 3 - 18,6,50
Absentee By Mail ICC 3 - 19,12,85
Absentee By Mail ICC 3 - 2,1,49
Absentee By Mail ICC 3 - 20,9,90
Absentee By Mail ICC 3 - 21,14,83
Absentee By Mail ICC 3 - 22,6,89
Absentee By Mail ICC 3 - 23,4,91
Absentee By Mail ICC 3 - 24,6,89
Absentee By Mail ICC 3 - 25,4,41
Absentee By Mail ICC 3 - 26,1,26
Absentee By Mail ICC 3 - 27,14,81
Absentee By Mail ICC 3 - 28,12,81
Absentee By Mail ICC 3 - 29,10,82
Absentee By Mail ICC 3 - 3,2,48
Absentee By Mail ICC 3 - 30,14,83
Absentee By Mail ICC 3 - 31,8,86
Absentee By Mail ICC 3 - 32,7,91
Absentee By Mail ICC 3 - 33,3,95
Absentee By Mail ICC 3 - 34,10,86
Absentee By Mail ICC 3 - 35,13,84
Absentee By Mail ICC 3 - 36,7,89
Absentee By Mail ICC 3 - 37,14,83
Absentee By Mail ICC 3 - 38,11,78
Absentee By Mail ICC 3 - 39,14,83
Absentee By Mail ICC 3 - 4,2,92
Absentee By Mail ICC 3 - 40,6,87
Absentee By Mail ICC 3 - 41,10,84
Absentee By Mail ICC 3 - 42,8,89
Absentee By Mail ICC 3 - 43,14,84
Absentee By Mail ICC 3 - 44,14,82
Absentee By Mail ICC 3 - 45,10,86
Absentee By Mail ICC 3 - 46,6,92
Absentee By Mail ICC 3 - 47,10,85
Absentee By Mail ICC 3 - 48,4,93
Absentee By Mail ICC 3 - 49,7,87
Absentee By Mail ICC 3 - 5,4,96
Absentee By Mail ICC 3 - 50,8,85
Absentee By Mail ICC 3 - 51,8,81
Absentee By Mail ICC 3 - 52,20,71
Absentee By Mail ICC 3 - 53,18,69
Absentee By Mail ICC 3 - 54,6,86
Absentee By Mail ICC 3 - 55,11,79
Absentee By Mail ICC 3 - 56,12,79
Absentee By Mail ICC 3 - 57,4,92
Absentee By Mail ICC 3 - 58,11,85
Absentee By Mail ICC 3 - 59,16,82
Absentee By Mail ICC 3 - 6,5,95
Absentee By Mail ICC 3 - 60,6,86
Absentee By Mail ICC 3 - 61,19,74
Absentee By Mail ICC 3 - 62,15,77
Absentee By Mail ICC 3 - 63,10,83
Absentee By Mail ICC 3 - 64,12,78
Absentee By Mail ICC 3 - 65,14,79
Absentee By Mail ICC 3 - 66,28,65
Absentee By Mail ICC 3 - 67,14,82
Absentee By Mail ICC 3 - 68,7,36
Absentee By Mail ICC 3 - 69,21,72
Absentee By Mail ICC 3 - 7,5,93
Absentee By Mail ICC 3 - 70,12,81
Absentee By Mail ICC 3 - 71,5,88
Absentee By Mail ICC 3 - 72,22,76
Absentee By Mail ICC 3 - 73,16,79
Absentee By Mail ICC 3 - 74,26,67
Absentee By Mail ICC 3 - 75,14,83
Absentee By Mail ICC 3 - 76,11,88
Absentee By Mail ICC 3 - 77,22,72
Absentee By Mail ICC 3 - 78,16,77
Absentee By Mail ICC 3 - 79,9,84
Absentee By Mail ICC 3 - 80,22,71
Absentee By Mail ICC 3 - 81,22,69
Absentee By Mail ICC 3 - 82,12,83
Absentee By Mail ICC 3 - 83,18,77
Absentee By Mail ICC 3 - 84,19,74
Absentee By Mail ICC 3 - 85,9,86
Absentee By Mail ICC 3 - 86,11,86
Absentee By Mail ICC 3 - 87,11,39
Absentee By Mail ICC 3 - 88,9,44
Absentee By Mail ICC 3 - 89,0,13
Absentee By Mail ICC 3 - 9,4,96
Absentee By Mail ICC 3 - 90,2,26
Absentee By Mail ICC 3 - 91,13,80
Absentee By Mail ICC 3 - 92,14,83
Absentee By Mail ICC 3 - 93,14,73
Absentee By Mail ICC 3 - 94,16,79
Absentee By Mail ICC 3 - 95,14,76
Absentee By Mail ICC 3 - 96,17,77
Absentee By Mail ICC 3 - 97,4,81
Absentee By Mail ICC 3 - 98,12,79
Absentee By Mail ICC 3 - 99,11,81
AV-Berean ICP 1 - 0,87,4501
AV-Berean ICP 2 - 0,94,4492
AV-Bessie Branham ICP 1 - 0,244,9734
AV-Bessie Branham ICP 2 - 0,17,914
AV-Beulah Missionary Baptist Church ICP 1 - 0,46,1749
AV-Beulah Missionary Baptist Church ICP 2 - 0,60,2179
AV-Briarwood ICP 1 - 0,431,2320
AV-Briarwood ICP 2 - 0,816,3796
AV-Clarkston Library ICP 1 - 0,275,2339
AV-Clarkston Library ICP 2 - 0,280,2740
AV-Dunwoody ICP 1 - 0,1712,4497
AV-Dunwoody ICP 2 - 0,1648,4765
AV-Ellenwood ICP 1 - 0,53,2699
AV-Ellenwood ICP 2 - 0,51,2699
AV-Emory ICP 1 - 0,511,5933
AV-Emory ICP 2 - 0,72,1073
AV-Emory ICP 3 - 0,145,2051
AV-Memorial Drive 1 ICP 1 - 0,307,5691
AV-Memorial Drive 1 ICP 2 - 0,367,7238
AV-Memorial Drive 2 ICP 1 - 0,368,7809
AV-Memorial Drive 2 ICP 2 - 0,366,7820
AV-North Dekalb Senior Center ICP 1 - 0,1058,3671
AV-North Dekalb Senior Center ICP 2 - 0,1066,3475
AV-Salem-Panola Library ICP 1 - 0,39,1793
AV-Salem-Panola Library ICP 2 - 0,45,1979
AV-South DeKalb Mall ICP 1 - 0,113,8915
AV-South DeKalb Mall ICP 2 - 0,92,4917
AV-Stonecrest ICP 1 - 0,133,4552
AV-Stonecrest ICP 2 - 0,114,4583
AV-Tucker Library ICP 1 - 0,904,3216
AV-Tucker Library ICP 2 - 0,1397,4017
AV-Wade Walker YMCA ICP 1 - 0,83,2025
AV-Wade Walker YMCA ICP 2 - 0,178,3799
AV-Wesley Chapel Library ICP 1 - 0,74,3066
AV-Wesley Chapel Library ICP 2 - 0,85,3277
ED-Allgood Elem ICP 1 - 0,74,439
ED-Ashford Dunwoody Rd ICP 1 - 0,414,393
ED-Ashford Park Elem ICP 1 - 0,454,462
ED-Ashford Parkside ICP 1 - 0,386,466
ED-Austin Drive ICP 1 - 0,15,318
ED-Austin ICP 1 - 0,460,299
ED-Avondale High ICP 1 - 0,96,598
ED-Avondale ICP 1 - 0,276,781
ED-Bethune Middle ICP 1 - 0,26,584
ED-Bouldercrest Road ICP 1 - 0,15,280
ED-Boulevard ICP 1 - 0,89,1029
ED-Briar Vista Elem-Johnson Estates ICP 1 - 0,247,836
ED-Briarcliff ICP 1 - 0,326,533
ED-Briarlake Elem ICP 1 - 0,220,384
ED-Briarwood ICP 1 - 0,227,352
ED-Brockett Elem ICP 1 - 0,177,417
ED-Brockett ICP 1 - 0,257,506
ED-Brookhaven ICP 1 - 0,438,577
ED-Browns Mill Elem ICP 1 - 0,25,594
ED-Burgess Elem ICP 1 - 0,49,741
ED-Canby Lane Elem ICP 1 - 0,14,305
ED-Candler ICP 1 - 0,36,513
ED-Candler Park ICP 1 - 0,121,1001
ED-Candler-Murphey Candler Elem ICP 1 - 0,42,579
ED-Cedar Grove Elem ICP 1 - 0,14,504
ED-Cedar Grove Middle ICP 1 - 0,10,189
ED-Cedar Grove South ICP 1 - 0,25,662
ED-Chamblee-Chamblee 2 ICP 1 - 0,470,663
ED-Chapel Hill Elem ICP 1 - 0,28,486
ED-Chesnut Elem ICP 1 - 0,155,381
ED-Clairemont East ICP 1 - 0,108,635
ED-Clairemont West ICP 1 - 0,113,858
ED-Clairmont Road ICP 1 - 0,125,567
ED-Clarkston Community Center ICP 1 - 0,76,335
ED-Clarkston ICP 1 - 0,70,457
ED-Clifton-Meadowview ICP 1 - 0,16,571
ED-Coan Recreation Center ICP 1 - 0,72,887
ED-Columbia Drive ICP 1 - 0,14,311
ED-Columbia Elem ICP 1 - 0,4,173
ED-Columbia Middle ICP 1 - 0,12,259
ED-Coralwood ICP 1 - 0,269,555
ED-Covington-Covington Hwy ICP 1 - 0,41,256
ED-Cross Keys High-Woodward ICP 1 - 0,290,754
ED-Crossroads ICP 1 - 0,27,412
ED-Decatur ICP 1 - 0,51,529
ED-Doraville North-South ICP 1 - 0,270,682
ED-Dresden Elem ICP 1 - 0,288,760
ED-Druid Hills High ICP 1 - 0,109,423
ED-Dunaire Elem ICP 1 - 0,70,339
ED-Dunwoody 2 ICP 1 - 0,284,224
ED-Dunwoody-Dunwoody Library ICP 1 - 0,630,656
ED-East Lake ICP 1 - 0,90,770
ED-Embry Hills ICP 1 - 0,140,288
ED-Emory Road ICP 1 - 0,39,445
ED-Emory South ICP 1 - 0,177,547
ED-Evansdale Elem ICP 1 - 0,288,570
ED-Fairington Elem ICP 1 - 0,22,657
ED-Fernbank Elem ICP 1 - 0,155,545
ED-Flakes Mill Fire Station ICP 1 - 0,8,291
ED-Flat Rock Elem ICP 1 - 0,31,481
ED-Flat Shoals Elem ICP 1 - 0,6,280
ED-Flat Shoals ICP 1 - 0,11,238
ED-Flat Shoals Library ICP 1 - 0,8,350
ED-Flat Shoals Parkway ICP 1 - 0,24,413
ED-Freedom Middle ICP 1 - 0,62,401
ED-Georgetown Sq ICP 1 - 0,254,389
ED-Glenhaven ICP 1 - 0,36,259
ED-Glennwood ICP 1 - 0,61,633
ED-Glenwood Road ICP 1 - 0,26,296
ED-Gresham Road ICP 1 - 0,23,523
ED-Hambrick Elem ICP 1 - 0,116,557
ED-Harris-Margaret Harris ED ICP 1 - 0,58,298
ED-Harris-Narvie J Harris Elem ICP 1 - 0,15,526
ED-Hawthorne Elem ICP 1 - 0,238,666
ED-Henderson Mill-Midvale Road ICP 1 - 0,318,824
ED-Hugh Howell ICP 1 - 0,225,373
ED-Huntley Hills Elem ICP 1 - 0,213,537
ED-Idlewood Elem ICP 1 - 0,133,381
ED-Indian Creek ICP 1 - 0,47,235
ED-Jolly Elem ICP 1 - 0,146,437
ED-Kelley Chapel Road ICP 1 - 0,15,204
ED-Kelley Lake Elem ICP 1 - 0,25,422
ED-Kingsley Elem ICP 1 - 0,423,287
ED-Kittredge Elem ICP 1 - 0,270,302
ED-Knollwood ICP 1 - 0,33,500
ED-Lakeside High ICP 1 - 0,349,687
ED-Lavista ICP 1 - 0,210,415
ED-Lavista Road ICP 1 - 0,182,412
ED-Lin-Mary Lin Elem ICP 1 - 0,96,640
ED-Lithonia High ICP 1 - 0,11,520
ED-Lithonia ICP 1 - 0,22,280
ED-Livsey Elem ICP 1 - 0,152,276
ED-Marbut Elem ICP 1 - 0,14,545
ED-Mathis-Bob Mathis Elem ICP 1 - 0,13,356
ED-McLendon ICP 1 - 0,125,609
ED-McNair Academy-McNair ICP 1 - 0,36,775
ED-McNair High ICP 1 - 0,46,653
ED-McWilliams-Miller Grove ICP 1 - 0,20,898
ED-Medlock ICP 1 - 0,146,613
ED-Memorial South ICP 1 - 0,46,259
ED-Metropolitan ICP 1 - 0,58,777
ED-Midvale Elem ICP 1 - 0,385,444
ED-Miller Grove High-Panola Road ICP 1 - 0,38,771
ED-Miller Grove Road ICP 1 - 0,19,356
ED-Miller-Eldridge L Miller Elem ICP 1 - 0,33,460
ED-Montclair Elem ICP 1 - 0,50,290
ED-Montgomery Elem ICP 1 - 0,308,452
ED-Montreal ICP 1 - 0,146,489
ED-Mount Vernon East ICP 1 - 0,459,344
ED-Mount Vernon West ICP 1 - 0,288,246
ED-North Hairston ICP 1 - 0,46,269
ED-North Peachtree ICP 1 - 0,132,283
ED-Northlake ICP 1 - 0,147,345
ED-Oak Grove Elem ICP 1 - 0,259,483
ED-Oak View Elem ICP 1 - 0,23,592
ED-Oakcliff Elem ICP 1 - 0,137,354
ED-Oakhurst ICP 1 - 0,74,681
ED-Panola ICP 1 - 0,16,216
ED-Panola Way Elem ICP 1 - 0,9,266
ED-Peachcrest-Midway ICP 1 - 0,59,649
ED-Peachtree Middle ICP 1 - 0,148,379
ED-Pine Lake ICP 1 - 0,29,285
ED-Piney Grove-Terry Mill ICP 1 - 0,48,785
ED-Pleasantdale Road ICP 1 - 0,136,662
ED-Ponce de Leon ICP 1 - 0,96,635
ED-Princeton Elem ICP 1 - 0,12,369
ED-Rainbow Elem ICP 1 - 0,21,391
ED-Redan Elem ICP 1 - 0,15,417
ED-Redan Middle ICP 1 - 0,25,333
ED-Redan Road ICP 1 - 0,23,392
ED-Redan-Trotti Library ICP 1 - 0,16,565
ED-Rehoboth ICP 1 - 0,147,303
ED-Rock Chapel Elem ICP 1 - 0,16,470
ED-Rock Chapel Road ICP 1 - 0,68,550
ED-Rockbridge Elem ICP 1 - 0,48,425
ED-Rockbridge Road ICP 1 - 0,50,594
ED-Rowland Elem ICP 1 - 0,38,390
ED-Rowland Road ICP 1 - 0,45,341
ED-Sagamore Hills Elem ICP 1 - 0,313,664
ED-Salem Middle ICP 1 - 0,25,480
ED-Scott-North Decatur ICP 1 - 0,177,818
ED-Shadow Rock Elem ICP 1 - 0,35,528
ED-Shaw-Robert Shaw Elem ICP 1 - 0,74,453
ED-Silver Lake ICP 1 - 0,439,533
ED-Skyland ICP 1 - 0,289,380
ED-Smoke Rise ICP 1 - 0,277,306
ED-Snapfinger Elem ICP 1 - 0,18,295
ED-Snapfinger Road ICP 1 - 0,25,520
ED-Snapfinger Road N ICP 1 - 0,14,326
ED-Snapfinger Road S ICP 1 - 0,22,241
ED-South Deshon ICP 1 - 0,22,415
ED-South Hairston ICP 1 - 0,25,500
ED-Stephenson High ICP 1 - 0,55,498
ED-Stephenson Middle ICP 1 - 0,52,516
ED-Stone Mill Elem ICP 1 - 0,30,362
ED-Stone Mountain Elem ICP 1 - 0,64,265
ED-Stone Mtn Champion-Stone Mtn ICP1 - 0,135,609
ED-Stone Mtn Middle ICP 1 - 0,47,303
ED-Stonecrest Library ICP 1 - 0,22,573
ED-Stoneview Elem ICP 1 - 0,15,208
ED-Tilly Mill Road ICP 1 - 0,272,249
ED-Toney Elem ICP 1 - 0,24,240
ED-Tucker ICP 1 - 0,225,463
ED-Tucker Library ICP 1 - 0,301,560
ED-Valley Brook-Shamrock ICP 1 - 0,170,721
ED-Wadsworth ICP 1 - 0,18,470
ED-Warren Tech ICP 1 - 0,110,276
ED-Wesley Chapel Library ICP 1 - 0,21,304
ED-White Oak ICP 1 - 0,14,421
ED-Winnona Park ICP 1 - 0,79,564
ED-Winters Chapel ICP 1 - 0,229,248
ED-Woodridge Elem ICP 1 - 0,28,488
ED-Woodrow Road ICP 1 - 0,34,396
ED-Wynbrooke Elem ICP 1 - 0,36,540
ED-Young Road ICP 1 - 0,15,260
Election Day Central ICC - 1,1,4
Provisional ICC - 2,7,37
Provisional ICC - 3,7,42
Provisional ICC - 4,6,45
Provisional ICC - 5,1,22
Provisional ICC - 6,12,39
