Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 45,18,29,3
ICC - Absentee By Mail - 46,16,32,1
ICC - Absentee By Mail - 47,13,22,1
ICC - Absentee By Mail - 48,11,38,0
ICC - Absentee By Mail - 49,13,36,0
ICC - Absentee By Mail - 50,22,27,0
ICC - Absentee By Mail - 51,13,36,0
ICC - Absentee By Mail - 52,13,33,3
ICC - Absentee By Mail - 53,16,33,1
ICC - Absentee By Mail - 54,7,14,0
ICC - Absentee By Mail - 55,14,33,1
ICC - Absentee By Mail - 56,2,7,0
AV-Lithia Springs Senior Ctr ICP 1 - 0,393,862,30
AV-Lithia Springs Senior Ctr ICP 2 - 0,331,526,18
AV-Boundary Water Aquatic Ctr ICP 2 - 0,381,1444,27
AV-Boundary Water Aquatic Ctr ICP 1 - 0,465,1852,47
AV-Dog River Library ICP 2 - 0,2074,892,90
AV-Dog River Library ICP 1 - 0,2338,995,78
AV-Old Courthouse ICP 2 - 0,976,1305,49
AV-Old Courthouse ICP 1 - 0,698,895,33
AV-New Courthouse ICP 2 - 0,925,3512,66
AV-New Courthouse ICP 1 - 0,917,3476,73
AV-Deer Lick Park ICP 1 - 0,595,1482,42
AV-Woodie Fite ICP 1 - 0,496,687,24
AV-Woodie Fite ICP 2 - 0,867,1037,46
AV-Deer Lick Park ICP 2 - 0,881,1999,65
ICC - Absentee By Mail - 57,9,12,1
ICC - Absentee By Mail - 58,16,33,1
ICC - Absentee By Mail - 59,10,39,0
ICC - Absentee By Mail - 60,9,35,4
ICC - Absentee By Mail - 61,13,37,0
ICC - Absentee By Mail - 62,16,14,0
ICC - Absentee By Mail - 63,2,28,0
ED-First Baptist Douglasville ICP 1 - 0,82,101,5
ED-First Baptist Douglasville ICP 2 - 0,97,87,6
ED-Factory Shoals ICP 2 - 0,163,358,21
ED-Factory Shoals ICP 1 - 0,34,83,3
ED-Arbor Station ICP 2 - 0,102,156,9
ED-Arbor Station ICP 1 - 0,97,161,7
ED-Beulah Baptist Church ICP 1 - 0,158,146,9
ED-Beulah Baptist Church ICP 2 - 0,154,127,10
ED-Prays Mill Gym ICP 1 - 0,253,155,25
ED-Prays Mill Gym ICP 2 - 0,253,151,19
ED-Bright Star ICP 2 - 0,165,109,12
ED-Bright Star ICP 1 - 0,172,86,9
ED-Church At Chapel Hill ICP 1 - 0,167,266,12
ED-Church At Chapel Hill ICP 2 - 0,126,312,12
ED-First Baptist Lithia Springs ICP 1 - 0,45,60,3
ED-First Baptist Lithia Springs ICP 2 - 0,116,91,5
ED-Turner ICP 1 - 0,53,59,5
ED-Turner ICP 2 - 0,205,225,21
ED-Lithia Springs High School ICP 2 - 0,60,211,7
ED-Lithia Springs High School ICP 1 - 0,79,363,13
ED-Chapel Hill ICP 1 - 0,92,215,9
ED-Chapel Hill ICP 2 - 0,91,211,8
ED-Atlanta West Pentecostal ICP 2 - 0,49,203,6
ED-Atlanta West Pentecostal ICP 1 - 0,39,180,4
ED-Dog River Library ICP 2 - 0,241,66,18
ED-Dog River Library ICP 1 - 0,307,98,16
ED-Golden Methodist Church ICP 2 - 0,74,313,8
ED-Golden Methodist Church ICP 1 - 0,53,286,12
ED-Chestnut Log ICP 2 - 0,41,114,0
ED-Chestnut Log ICP 1 - 0,120,254,12
ED-Winston ICP 2 - 0,78,106,6
ED-Stewart ICP 1 - 0,33,239,3
ED-Stewart ICP 2 - 0,23,109,3
ED-Boundary Waters ICP 2 - 0,48,278,12
ED-Winston ICP 1 - 0,86,75,4
ED-Boundary Waters ICP 1 - 0,37,171,7
ED-Ephesus Baptist Church ICP 1 - 0,348,89,18
ED-Ephesus Baptist Church ICP 2 - 0,382,75,26
ED-Dorsett Shoals ICP 1 - 0,83,51,5
ED-Dorsett Shoals ICP 2 - 0,245,199,22
ED-Old Courthouse ICP 2 - 0,41,106,4
ED-Old Courthouse ICP 1 - 0,137,291,5
ED-St Julians Episcopal ICP 1 - 0,144,118,12
ED-St Julians Episcopal ICP 2 - 0,69,79,9
ED-Deer Lick ICP 1 - 0,138,193,11
ED-Mirror Lake Elementary ICP 2 - 0,433,459,26
ED-Mirror Lake Elementary ICP 1 - 0,190,185,12
ED-Lutheran Church-GS ICP 1 - 0,151,198,10
ED-Lutheran Church-GS ICP 2 - 0,144,201,6
ICC - Absentee By Mail - 64,5,25,0
ICC - Absentee By Mail - 65,4,6,0
ICC - Absentee By Mail - 66,6,16,0
ICC - Provisional - 1,2,7,0
ICC - Election Day - 1,1,1,0
