Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 55,2,3,0
ICC - Absentee By Mail - 56,2,6,1
ICC - Absentee By Mail - 57,6,1,0
ICC - Absentee By Mail - 58,0,6,0
ICC - Absentee By Mail - 59,4,6,0
ICC - Absentee By Mail - 40,20,11,0
ICC - Absentee By Mail - 70,13,9,1
ICC - Absentee By Mail - 68,7,18,0
ICC - Absentee By Mail - 69,14,10,1
ICC - Absentee By Mail - 71,7,17,1
ICC - Absentee By Mail - 75,1,0,0
ICC - Absentee By Mail - 76,7,5,0
ICC - Absentee By Mail - 72,16,7,0
ICC - Absentee By Mail - 73,10,13,0
ICC - Absentee By Mail - 74,16,9,0
ICC - Absentee By Mail - 80,4,1,0
ICC - Absentee By Mail - 78,7,0,1
ICC - Absentee By Mail - 79,12,17,1
ICC - Absentee By Mail - 77,21,27,0
ICC - Absentee By Mail - 81,8,15,0
ICC - Absentee By Mail - 83,14,9,0
ICC - Absentee By Mail - 82,16,6,2
ICC - Absentee By Mail - 84,10,13,0
ICC - Absentee By Mail - 86,9,10,1
ICC - Absentee By Mail - 85,7,15,0
ICC - Absentee By Mail - 87,2,11,0
ICC - Absentee By Mail - 89,6,11,0
ICC - Absentee By Mail - 88,12,8,0
ICC - Election Day - 1,4,1,0
ICC - Absentee By Mail - 90,4,5,0
ICC - Absentee By Mail - 91,6,4,1
ICC - Absentee By Mail - 92,2,7,1
ICC - Absentee By Mail - 94,0,3,0
ICC - Absentee By Mail - 93,8,6,0
ED-South Rome ICP 1 - 0,57,165,8
ED-Vanns Valley ICP 1 - 0,189,29,9
ED-Watters ICP 1 - 0,875,107,43
ED-Town Rome ICP 1 - 0,345,180,32
ED-Texas Valley ICP 1 - 0,303,22,15
ED-North Rome ICP 1 - 0,320,185,18
ED-Mt Alto South ICP 1 - 0,500,276,27
ED-North Carolina ICP 1 - 0,429,61,16
ED-Howell ICP 1 - 0,568,47,14
ED-Mt Alto North ICP 1 - 0,409,258,30
ED-Riverside ICP 1 - 0,224,59,17
ED-Glenwood ICP 1 - 0,746,140,42
ED-Garden Lakes ICP 1 - 0,261,79,15
ED-Fosters Mill ICP 1 - 0,348,27,24
ED-Floyd Springs ICP 1 - 0,609,47,26
ED-Everett Springs ICP 1 - 0,176,18,9
ED-Etowah ICP 1 - 0,926,151,49
ED-East Rome ICP 1 - 0,418,253,21
ED-Cave Spring ICP 1 - 0,554,75,28
ED-East Lindale ICP 1 - 0,705,105,29
ED-Chulio ICP 1 - 0,378,37,15
ED-Alto Park ICP 1 - 0,580,139,26
ED-Barkers ICP 1 - 0,583,36,33
ED-West Lindale ICP 1 - 0,623,114,19
ED-Armuchee ICP 1 - 0,432,65,7
AV-Site 1 ICP 1 - 0,6361,2773,238
AV-Site 2 ICP 1 - 0,4443,1337,145
ICC - Absentee By Mail - 95,9,6,1
ICC - Provisional - 1,27,12,3
ICC - Provisional - 2,1,0,0
ICC - Absentee By Mail - 96,0,3,0
