Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ED - Vineville 3 ICP 1 - 0,16,203
ICC - Absentee By Mail 2 - 42,0,12
ED - Vineville 3 ICP 2 - 0,31,329
ICC - Absentee By Mail 2 - 43,1,23
ICC - Absentee By Mail 2 - 44,4,18
ICC - Absentee By Mail 2 - 45,7,9
ICC - Absentee By Mail 2 - 46,3,9
ICC - Absentee By Mail 2 - 47,5,11
ICC - Absentee By Mail 2 - 48,2,2
ED - Vineville 5 ICP 2 - 0,213,163
ICC - Absentee By Mail 2 - 49,3,4
ED - Vineville 5 ICP 1 - 0,192,185
ED - Howard 5 ICP 2 - 0,101,159
ICC - Absentee By Mail 2 - 50,0,6
ED - Howard 5 ICP 1 - 0,155,200
ED - Warrior 1 ICP 1 - 0,801,280
ICC - Absentee By Mail 2 - 51,21,16
ED - Warrior 1 ICP 2 - 0,45,10
ED - Hazzard 3 ICP 2 - 0,252,579
ICC - Absentee By Mail 2 - 52,2,26
ED - Hazzard 3 ICP 1 - 0,230,556
ICC - Absentee By Mail 2 - 53,2,12
ICC - Absentee By Mail 2 - 54,6,11
ED - Hazzard 1 ICP 1 - 0,15,205
ED - Hazzard 1 ICP 2 - 0,40,439
ED - Howard 6 ICP 1 - 0,198,122
ED - Howard 6 ICP 2 - 0,179,136
ED - Howard 4 ICP 2 - 0,88,74
ED - Howard 4 ICP 1 - 0,130,132
ICC - Absentee By Mail 2 - 55,15,41
ED - Godfrey 3 ICP 1 - 0,20,281
ED - Godfrey 3 ICP 2 - 0,22,267
ED - Vineville 1 ICP 2 - 0,154,282
ED - Vineville 1 ICP 1 - 0,162,278
ED - Vineville 2 ICP 1 - 0,62,182
ED - Vineville 2 ICP 2 - 0,61,183
ED - Vineville 6 ICP 2 - 0,238,214
ED - Vineville 6 ICP 1 - 0,238,218
ED - East Macon 1 ICP 1 - 0,5,158
ED - East Macon 5 ICP 2 - 0,76,283
ED - East Macon 5 ICP 1 - 0,97,262
ED - East Macon 2 ICP 1 - 0,24,351
ED - East Macon 2 ICP 2 - 0,10,361
ED - East Macon 4 ICP 1 - 0,12,288
ED - East Macon 4 ICP 2 - 0,20,279
ED - East Macon 3 ICP 1 - 0,110,291
ED - East Macon 3 ICP 2 - 0,127,288
ED - Howard 3 ICP 1 - 0,580,398
ED - Howard 3 ICP 2 - 0,514,402
ED - Howard 7 ICP 2 - 0,359,187
ED - Howard 7 ICP 1 - 0,350,197
ED - Howard 2 ICP 1 - 0,486,225
ED - Howard 2 ICP 2 - 0,391,151
ED - Hazzard 2 ICP 1 - 0,238,271
ED - Hazzard 2 ICP 2 - 0,399,466
ED - Howard 1 ICP 2 - 0,328,130
ED - Howard 1 ICP 1 - 0,522,217
ED - Hazzard 4 ICP 1 - 0,572,348
ED - Hazzard 4 ICP 2 - 0,576,326
ED - Rutland 1 ICP 2 - 0,669,377
ED - Rutland 1 ICP 1 - 0,759,441
ED - Godfrey 4 ICP 1 - 0,0,2
ED - Godfrey 4 ICP 2 - 0,32,296
ED - Godfrey 1 ICP 1 - 0,39,372
ED - Godfrey 1 ICP 2 - 0,61,539
ICC - Provisional - 1,10,64
ICC - Absentee By Mail 1 - 49,6,8
ICC - Absentee By Mail 1 - 50,2,38
ICC - Absentee By Mail 1 - 51,0,2
ED - East Macon 1 ICP 2 - 0,6,161
