Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee by Mail - 74,3,12,2
ICC-Absentee by Mail - 75,17,30,0
ICC-Absentee by Mail - 76,16,32,0
ICC-Absentee by Mail - 77,13,27,3
ED-McDonough  ICP 1 - 0,153,271,13
ED-South Hampton  ICP 1 - 0,360,345,34
ED-Cotton Indian  ICP 1 - 0,249,322,26
ED-North Hampton  ICP 1 - 0,323,507,47
ED-McMullen  ICP 1 - 0,697,192,32
ED-Lighthouse  ICP 1 - 0,221,293,21
ED-Flippen  ICP 1 - 0,166,383,16
ED-Lowes  ICP 1 - 0,406,927,33
ED-Mount Carmel  ICP 1 - 0,201,603,27
ED-Stockbridge East-West  ICP 1 - 0,146,582,24
ED-Locust Grove  ICP 1 - 0,309,546,26
ED-Shakerag  ICP 1 - 0,92,431,13
ED-Stagecoach  ICP 1 - 0,190,247,17
ED-Grove Park  ICP 1 - 0,309,297,23
ED-Mt Bethel  ICP 1 - 0,916,248,29
ED-Lake Haven  ICP 1 - 0,418,253,33
ED-Swan Lake  ICP 1 - 0,260,206,28
ED-Shiloh  ICP 1 - 0,167,319,14
ED-Lake Dow  ICP 1 - 0,641,357,28
ED-Unity Grove  ICP 1 - 0,611,176,35
ED-Oakland  ICP 1 - 0,319,348,22
ED-Timberridge  ICP 1 - 0,373,202,25
ED-Ellenwood  ICP 1 - 0,74,366,14
ED-Tussahaw  ICP 1 - 0,694,103,31
ED-East Lake  ICP 1 - 0,448,178,32
ED-Wesley Lakes  ICP 1 - 0,175,640,25
ED-Hickory Flat  ICP 1 - 0,244,486,21
ED-Dutchtown  ICP 1 - 0,193,206,24
ED-Red Oak  ICP 1 - 0,144,646,21
ED-Westside  ICP 1 - 0,131,538,15
ED-Pates Creek  ICP 1 - 0,319,399,23
ED-Kelleytown  ICP 1 - 0,537,259,28
ED-Austin Road  ICP 1 - 0,173,282,11
ED-McDonough Central  ICP 1 - 0,188,303,9
ED-Pleasant Grove  ICP 1 - 0,348,262,26
ED-Sandy Ridge  ICP 1 - 0,945,209,41
ED-Stockbridge Central  ICP 1 - 0,113,367,18
ICC-Absentee by Mail - 78,19,55,4
ICC-Absentee by Mail - 79,40,48,5
ICC-Absentee by Mail - 80,40,51,5
ICC-Absentee by Mail - 81,9,37,0
ICC-Absentee by Mail - 82,11,35,1
ICC-Absentee by Mail - 83,16,33,0
ICC-Absentee by Mail - 84,4,40,2
ICC-Absentee by Mail - 85,4,8,1
ICC-Absentee by Mail - 86,4,8,2
ICC-Absentee by Mail - 87,0,0,0
ICC-Absentee by Mail - 88,0,1,0
ICC-Absentee by Mail - 89,2,3,2
ICC-Provisional - 1,8,26,0
ICC-Absentee in Person - 12,49,57,4
ICC-Absentee in Person - 13,120,174,5
ICC-Absentee in Person - 14,132,157,6
ICC-Absentee in Person - 15,112,177,7
ICC-Absentee in Person - 16,121,212,5
ICC-Absentee in Person - 17,149,220,6
ICC-Absentee in Person - 18,131,185,5
ICC-Absentee in Person - 19,146,214,3
ICC-Absentee in Person - 20,132,173,9
ICC-Absentee in Person - 21,56,9,9
ICC-Absentee in Person - 22,21,14,1
ICC-Absentee in Person - 23,82,112,4
ICC-Absentee in Person - 24,108,153,5
ICC-Absentee in Person - 25,83,154,4
ICC-Absentee in Person - 26,80,97,3
ICC-Absentee in Person - 27,115,168,2
ICC-Absentee in Person - 28,118,175,2
ICC-Absentee in Person - 29,142,188,11
ICC-Absentee in Person - 30,89,142,4
ICC-Absentee in Person - 31,109,193,8
ICC-Absentee in Person - 32,62,151,2
ICC-Absentee in Person - 33,90,6,3
ICC-Absentee by Mail - 90,1,2,0
