Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee By Mail - 54,47
Absentee by Mail,ICC - Absentee By Mail - 55,50
Absentee by Mail,ICC - Absentee By Mail - 56,50
Absentee by Mail,ICC - Absentee By Mail - 57,50
Absentee by Mail,ICC - Absentee By Mail - 58,50
Absentee by Mail,ICC - Absentee By Mail - 59,50
Absentee by Mail,ICC - Absentee By Mail - 60,50
Absentee by Mail,ICC - Absentee By Mail - 61,50
Absentee by Mail,ICC - Absentee By Mail - 62,50
Absentee by Mail,ICC - Absentee By Mail - 63,49
Absentee by Mail,ICC - Absentee By Mail - 64,50
Absentee by Mail,ICC - Absentee By Mail - 65,50
Absentee by Mail,ICC - Absentee By Mail - 66,50
Absentee by Mail,ICC - Absentee By Mail - 67,48
Absentee by Mail,ICC - Absentee By Mail - 68,49
Absentee by Mail,ICC - Absentee By Mail - 69,50
Absentee by Mail,ICC - Absentee By Mail - 70,50
Absentee by Mail,ICC - Absentee By Mail - 71,49
Absentee by Mail,ICC - Absentee By Mail - 72,50
Absentee by Mail,ICC - Absentee By Mail - 73,50
Absentee by Mail,ICC - Absentee By Mail - 74,50
Absentee by Mail,ICC - Absentee By Mail - 75,50
Absentee by Mail,ICC - Absentee By Mail - 76,50
Absentee by Mail,ICC - Absentee By Mail - 77,49
Absentee by Mail,ICC - Absentee By Mail - 78,49
Absentee by Mail,ICC - Absentee By Mail - 79,50
Absentee by Mail,ICC - Absentee By Mail - 80,50
Absentee by Mail,ICC - Absentee By Mail - 81,49
Absentee by Mail,ICC - Absentee By Mail - 82,50
Absentee by Mail,ICC - Absentee By Mail - 83,50
Absentee by Mail,ICC - Absentee By Mail - 84,50
Absentee by Mail,ICC - Absentee By Mail - 85,49
Absentee by Mail,ICC - Absentee By Mail - 86,50
Absentee by Mail,ICC - Absentee By Mail - 87,50
Absentee by Mail,ICC - Absentee By Mail - 88,50
Absentee by Mail,ICC - Absentee By Mail - 89,50
Absentee by Mail,ICC - Absentee By Mail - 90,49
Absentee by Mail,ICC - Absentee By Mail - 91,50
Absentee by Mail,ICC - Absentee By Mail - 92,50
Absentee by Mail,ICC - Absentee By Mail - 93,49
Absentee by Mail,ICC - Absentee By Mail - 94,50
Absentee by Mail,ICC - Absentee By Mail - 95,50
Absentee by Mail,ICC - Absentee By Mail - 96,50
Absentee by Mail,ICC - Absentee By Mail - 97,49
Absentee by Mail,ICC - Absentee By Mail - 98,50
Absentee by Mail,ICC - Absentee By Mail - 99,50
Absentee by Mail,ICC - Absentee By Mail - 100,48
Absentee by Mail,ICC - Absentee By Mail - 101,50
Absentee by Mail,ICC - Absentee By Mail - 102,50
Absentee by Mail,ICC - Absentee By Mail - 103,50
Absentee by Mail,ICC - Absentee By Mail - 104,48
Absentee by Mail,ICC - Absentee By Mail - 105,50
Absentee by Mail,ICC - Absentee By Mail - 106,50
Absentee by Mail,ICC - Absentee By Mail - 107,50
Absentee by Mail,ICC - Absentee By Mail - 108,50
Absentee by Mail,ICC - Absentee By Mail - 109,49
Absentee by Mail,ICC - Absentee By Mail - 110,50
Absentee by Mail,ICC - Absentee By Mail - 111,50
Absentee by Mail,ICC - Absentee By Mail - 112,50
Absentee by Mail,ICC - Absentee By Mail - 113,50
Absentee by Mail,ICC - Absentee By Mail - 114,49
Absentee by Mail,ICC - Absentee By Mail - 115,50
Absentee by Mail,ICC - Absentee By Mail - 116,50
Absentee by Mail,ICC - Absentee By Mail - 117,40
Absentee by Mail,ICC - Absentee By Mail - 118,49
Absentee by Mail,ICC - Absentee By Mail - 119,50
Absentee by Mail,ICC - Absentee By Mail - 120,50
Absentee by Mail,ICC - Absentee By Mail - 121,50
Advanced Voting,AV-Grace Community Church ICP 1 - 0,5777
Advanced Voting,AV-Grace Community Church ICP 2 - 0,5313
Advanced Voting,AV-So Cherokee Rec Center ICP 1 - 0,7802
Advanced Voting,AV-So Cherokee Rec Center ICP 2 - 0,5360
Advanced Voting,AV-Elections Warehouse ICP 1 - 0,2641
Advanced Voting,AV-Elections Warehouse ICP 2 - 0,5240
Advanced Voting,AV-Elections Warehuose ICP 3 - 0,4649
Absentee by Mail,ICC - Absentee By Mail - 122,50
Absentee by Mail,ICC - Absentee By Mail - 123,50
Absentee by Mail,ICC - Absentee By Mail - 124,56
Absentee by Mail,ICC - Absentee By Mail - 125,50
Election Day,ED-Clayton ICP 1 - 0,1689
Election Day,ED-Toonigh ICP 1 - 0,2046
Election Day,ED-R M Moore ICP 1 - 0,1380
Election Day,ED-Avery ICP 1 - 0,1123
Election Day,ED-Ball Ground ICP 1 - 0,1766
Election Day,ED-Canton ICP 1 - 0,1992
Election Day,ED-Bradshaw ICP 1 - 0,1218
Election Day,ED-Union Hill ICP 1 - 0,1623
Election Day,ED-Little River ICP 1 - 0,2005
Election Day,ED-Macedonia ICP 1 - 0,1765
Election Day,ED-Woodstock ICP 1 - 0,2062
Absentee by Mail,ICC - Absentee By Mail - 126,50
Election Day,ED-Teasley ICP 1 - 0,2325
Absentee by Mail,ICC - Absentee By Mail - 127,49
Absentee by Mail,ICC - Absentee By Mail - 128,50
Absentee by Mail,ICC - Absentee By Mail - 129,49
Election Day,ED-R T Jones ICP 1 - 0,563
Election Day,ED-Waleska ICP 1 - 0,1178
Election Day,ED-Woodlands ICP 1 - 0,1360
Election Day,ED-Mountain Road ICP 1 - 0,992
Election Day,ED-Air Acres ICP 1 - 0,1043
Election Day,ED-Arnold Mill ICP 1 - 0,1614
Election Day,ED-Bascomb ICP 1 - 0,1517
Election Day,ED-Kellogg ICP 1 - 0,1740
Election Day,ED-Holly Springs ICP 1 - 0,847
Election Day,ED-Conns Creek ICP 1 - 0,511
Absentee by Mail,ICC - Absentee By Mail - 130,50
Election Day,ED-Hickory Flat ICP 1 - 0,2189
Election Day,ED-Deer Run ICP 1 - 0,1179
Election Day,ED-Sutallee ICP 1 - 0,1270
Election Day,ED-Freehome ICP 1 - 0,1873
Election Day,ED-Booth ICP 1 - 0,1310
Election Day,ED-Hightower ICP 1 - 0,1257
Election Day,ED-Oak Grove ICP 1 - 0,1312
Election Day,ED-Dixie ICP 1 - 0,1491
Absentee by Mail,ICC - Absentee By Mail - 131,29
Absentee by Mail,ICC - Absentee By Mail - 132,27
Absentee by Mail,ICC - Absentee By Mail - 133,58
Absentee by Mail,ICC - Absentee By Mail - 134,34
Election Day,ED-Univeter ICP 1 - 0,1517
Election Day,ED-Bridgemill ICP 1 - 0,1511
Election Day,ED-Carmel ICP 1 - 0,1302
Election Day,ED-Hillside ICP 1 - 0,1204
Election Day,ED-Liberty ICP 1 - 0,2059
Election Day,ED-Wildcat ICP 1 - 0,1057
Election Day,ED-Sixes ICP 1 - 0,1057
Election Day,ED-Rosecreek ICP 1 - 0,1458
Election Day,ED-Salacoa ICP 1 - 0,369
Election Day,ED-Neese ICP 1 - 0,1868
Election Day,ED-Bells ICP 1 - 0,1825
Election Day,ED-Victoria ICP 1 - 0,674
Election Day,ED-Victoria ICP 2 - 0,452
Absentee by Mail,ICC - Absentee By Mail - 135,9
Absentee by Mail,ICC - Absentee By Mail - 136,6
Provisional,ICC - Provisional - 1,32
