Container,Batch Name,Number of Ballots
Election Day,ED-Parkway Baptist Church  ICP 1 - 0,913
Election Day,ED-Marvin Methodist  ICP 1 - 0,682
Election Day,ED-Christ The King Church  ICP 1 - 0,768
Election Day,ED-ACS-Furys Ferry Rd  ICP 1 - 0,675
Election Day,ED-Grovetown Methodist  ICP 1 - 0,584
Election Day,ED-Journey Comm Church  ICP 1 - 0,516
Election Day,ED-Wesley Methodist  ICP 1 - 0,851
Election Day,ED-West Acres Baptist  ICP 1 - 0,824
Election Day,ED-Trinity Bapt Church  ICP 1 - 0,886
Election Day,ED-Woodlawn Bapt Church  ICP 1 - 0,436
Election Day,ED-Abilene Baptist  ICP 1 - 0,628
Election Day,ED-Grovetown Dept of Public Safety Station #2  ICP 1 - 0,533
Election Day,ED-Grovetown Dept of Public Safety Station #2  ICP 2 - 0,286
Election Day,ED-Philadelphia Church  ICP 1 - 0,602
Election Day,ED-Gospel Water Branch  ICP 1 - 0,915
Election Day,ED-Blanchard Park  ICP 1 - 0,521
Election Day,ED-Damascus Bapt Church  ICP 1 - 0,601
Election Day,ED-Bessie Thomas Center  ICP 2 - 0,7
Election Day,ED-Stevens Creek Church  ICP 1 - 0,1194
Election Day,ED-Col Cty Board of Edu  ICP 1 - 0,623
Election Day,ED-Grace Baptist Church  ICP 1 - 0,1250
Election Day,ED-Second Mount Moriah Baptist Church  ICP 1 - 0,448
Election Day,ED-Augusta Christian  ICP 1 - 0,751
Absentee by Mail,ICC-Absentee by Mail 1 - 1,9
Provisional,ICC-Provisional - 1,19
