Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail 1 - 22,2
Election Day,ED-Building Worship Center  ICP 1 - 0,382
Election Day,ED-Robert Howard Comm Ctr ICP 1 - 0,729
Election Day,ED-Pine Hill Baptist  ICP 1 - 0,855
Election Day,ED-Windsor Spring Baptist  ICP 1 - 0,646
Election Day,ED-Paine College-Heal Complex  ICP 1 - 0,292
Election Day,ED-Stevens Creek Church  ICP 1 - 0,782
Election Day,ED-E Cent Reg Hosp-Gracewood  ICP 1 - 0,604
Election Day,ED-Henry Brigham Center ICP 1 - 0,415
Election Day,ED-Bernie Ward Comm Center  ICP 1 - 0,884
Election Day,ED-Augusta Deliverance  ICP 1 - 0,273
Election Day,ED-Southside Baptist  ICP 1 - 0,670
Election Day,ED-Providence Baptist  ICP 1 - 0,1132
Election Day,ED-Asbury Methodist  ICP 1 - 0,900
Election Day,ED-Mt Calvary Baptist  ICP 1 - 0,364
Election Day,ED-McDuffie Woods Comm Center  ICP 1 - 0,456
Election Day,ED-Jamestown Comm Center  ICP 1 - 0,793
Election Day,ED-Warren Road Rec Center ICP 1 - 0,670
Election Day,ED-National Hills Baptist  ICP 1 - 0,905
Election Day,ED-First Baptist  ICP 1 - 0,904
Election Day,ED-Blythe City Hall  ICP 1 - 0,293
Election Day,ED-May Park Rec Center  ICP 1 - 0,271
Election Day,ED-Trinity CME Church  ICP 1 - 0,677
Election Day,ED-Kroc Center  ICP 1 - 0,193
Election Day,ED-Burns Memorial UMC  ICP 1 - 0,812
Election Day,ED-Heph-Carroll Comm Center  ICP 1 - 0,931
Election Day,ED-Blythe Community Center  ICP 1 - 0,494
Election Day,ED-McBean Comm Center  ICP 1 - 0,1010
Election Day,ED-Carrie J. Mays  ICP 1 - 0,358
Election Day,ED-St Augustines Episcopal  ICP 1 - 0,543
Election Day,ED-Friedman Branch Library  ICP 1 - 0,334
Election Day,ED-Covenant Presbyterian  ICP 1 - 0,867
Election Day,ED-New Zion Hill MBC  ICP 1 - 0,493
Election Day,ED-Augusta Aquatics Center  ICP 1 - 0,683
Election Day,ED-Sharon Baptist  ICP 1 - 0,611
Election Day,ED-Vineyard Church ICP 1 - 0,502
Election Day,ED-Gracewood Comm Center  ICP 1 - 0,686
Election Day,ED-St Mark UMC  ICP 1 - 0,600
Election Day,ED-Cross Creek High School  ICP 1 - 0,681
Election Day,ED-Mann-Mize Methodist  ICP 1 - 0,465
Election Day,ED-Julian Smith Casino  ICP 1 - 0,1165
Election Day,ED-Eastview Rec Center  ICP 1 - 0,508
Election Day,ED-Aldersgate  ICP 1 - 0,733
Election Day,ED-Wallace Branch Library  ICP 1 - 0,221
Absentee by Mail,ICC-Absentee by Mail 2 - 22,7
Provisional,ICC-Provisional 1 - 1,2
Provisional,ICC-Provisional 4 - 1,39
