Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail 2 - 15,27,23
ICC-Absentee by Mail 2 - 13,18,32
ED-Church of Our Savior  ICP 1 - 0,474,250
ED-Westside Bapt Church  ICP 1 - 0,443,163
ED-Gold Cross EMS  ICP 1 - 0,431,115
ED-Christ Sanctified  ICP 1 - 0,600,242
ED-Col Cty Main Library  ICP 1 - 0,437,176
ED-Blueridge Elementary  ICP 1 - 0,443,215
ED-Second Mt. Carmel Baptist Church  ICP 1 - 0,171,139
ED-Bessie Thomas Center  ICP 1 - 0,232,17
ED-Parkway Elem School  ICP 1 - 0,631,215
ED-Patriots Park  ICP 1 - 0,431,166
ED-Liberty Park-Grovetown  ICP 1 - 0,432,340
ED-Greenbrier High  ICP 1 - 0,1033,297
ED-Lewis Methodist  ICP 2 - 0,160,77
ED-Lewis Methodist  ICP 1 - 0,708,340
ED-Martinez Baptist  ICP 1 - 0,390,211
ED-Parkway Baptist Church  ICP 1 - 0,626,287
ED-Marvin Methodist  ICP 1 - 0,465,217
ED-Christ The King Church  ICP 1 - 0,574,194
ED-ACS-Furys Ferry Rd  ICP 1 - 0,497,178
ED-Grovetown Methodist  ICP 1 - 0,232,352
ED-Journey Comm Church  ICP 1 - 0,421,95
ED-Wesley Methodist  ICP 1 - 0,657,192
ED-West Acres Baptist  ICP 1 - 0,609,214
ED-Trinity Bapt Church  ICP 1 - 0,688,198
ED-Woodlawn Bapt Church  ICP 1 - 0,361,75
ED-Abilene Baptist  ICP 1 - 0,452,176
ED-Grovetown Dept of Public Safety Station #2  ICP 1 - 0,211,321
ED-Grovetown Dept of Public Safety Station #2  ICP 2 - 0,128,158
ED-Philadelphia Church  ICP 1 - 0,360,242
ED-Gospel Water Branch  ICP 1 - 0,632,283
ED-Blanchard Park  ICP 1 - 0,334,187
ED-Damascus Bapt Church  ICP 1 - 0,537,62
ED-Bessie Thomas Center  ICP 2 - 0,7,0
ED-Stevens Creek Church  ICP 1 - 0,922,271
ED-Col Cty Board of Edu  ICP 1 - 0,452,171
ED-Grace Baptist Church  ICP 1 - 0,819,431
ED-Second Mount Moriah Baptist Church  ICP 1 - 0,372,76
ED-Augusta Christian  ICP 1 - 0,497,253
ICC-Absentee by Mail 1 - 1,5,4
ICC-Provisional - 1,11,8
